geneid	chr	s1	s2
Contig127749_7162_7162	Contig127749	7162	7162
Contig127812_1517_1517	Contig127812	1517	1517
Contig127853_2024_2024	Contig127853	2024	2024
Contig127853_2035_2035	Contig127853	2035	2035
Contig128000_10020_10020	Contig128000	10020	10020
Contig128000_3308_3308	Contig128000	3308	3308
Contig128000_3370_3370	Contig128000	3370	3370
Contig128000_3411_3411	Contig128000	3411	3411
Contig128000_3425_3425	Contig128000	3425	3425
Contig128000_3442_3442	Contig128000	3442	3442
Contig128000_3469_3469	Contig128000	3469	3469
Contig128000_3506_3506	Contig128000	3506	3506
Contig128000_3509_3509	Contig128000	3509	3509
Contig128000_5085_5085	Contig128000	5085	5085
Contig128000_5228_5228	Contig128000	5228	5228
Contig128000_5237_5237	Contig128000	5237	5237
Contig128000_5285_5285	Contig128000	5285	5285
Contig128000_5297_5297	Contig128000	5297	5297
Contig128000_5432_5432	Contig128000	5432	5432
Contig128000_5739_5739	Contig128000	5739	5739
Contig128000_6144_6144	Contig128000	6144	6144
Contig128000_6154_6154	Contig128000	6154	6154
Contig128000_9971_9971	Contig128000	9971	9971
Contig128010_4345_4345	Contig128010	4345	4345
Contig128010_5251_5251	Contig128010	5251	5251
Contig128010_7246_7246	Contig128010	7246	7246
Contig128010_7513_7513	Contig128010	7513	7513
Contig128011_1004_1004	Contig128011	1004	1004
Contig128039_119_119	Contig128039	119	119
Contig128039_121_121	Contig128039	121	121
Contig128039_138_138	Contig128039	138	138
Contig128039_143_143	Contig128039	143	143
Contig128039_146_146	Contig128039	146	146
Contig128039_5449_5449	Contig128039	5449	5449
Contig128059_155_155	Contig128059	155	155
Contig128059_222_222	Contig128059	222	222
Contig128059_4215_4215	Contig128059	4215	4215
Contig128059_4227_4227	Contig128059	4227	4227
Contig128060_1264_1264	Contig128060	1264	1264
Contig128060_1331_1331	Contig128060	1331	1331
Contig128060_1378_1378	Contig128060	1378	1378
Contig128060_1394_1394	Contig128060	1394	1394
Contig128060_1409_1409	Contig128060	1409	1409
Contig128060_600_600	Contig128060	600	600
Contig128060_611_611	Contig128060	611	611
Contig128060_654_654	Contig128060	654	654
Contig128060_687_687	Contig128060	687	687
Contig128136_2247_2247	Contig128136	2247	2247
Contig128136_2261_2261	Contig128136	2261	2261
Contig128245_666_666	Contig128245	666	666
Contig12834_236_236	Contig12834	236	236
Contig128375_8479_8479	Contig128375	8479	8479
Contig128375_8509_8509	Contig128375	8509	8509
Contig128375_8531_8531	Contig128375	8531	8531
Contig128375_8608_8608	Contig128375	8608	8608
Contig128375_8620_8620	Contig128375	8620	8620
Contig128375_8627_8627	Contig128375	8627	8627
Contig128375_8641_8641	Contig128375	8641	8641
Contig1285_11409_11409	Contig1285	11409	11409
Contig128635_933_933	Contig128635	933	933
Contig128643_937_937	Contig128643	937	937
Contig128828_6140_6140	Contig128828	6140	6140
Contig128828_6414_6414	Contig128828	6414	6414
Contig128828_7869_7869	Contig128828	7869	7869
Contig128828_7890_7890	Contig128828	7890	7890
Contig128944_150_150	Contig128944	150	150
Contig128944_155_155	Contig128944	155	155
Contig128944_377_377	Contig128944	377	377
Contig128973_13401_13401	Contig128973	13401	13401
Contig128973_13408_13408	Contig128973	13408	13408
Contig128973_13428_13428	Contig128973	13428	13428
Contig128973_13461_13461	Contig128973	13461	13461
Contig128973_13664_13664	Contig128973	13664	13664
Contig129028_286_286	Contig129028	286	286
Contig129028_295_295	Contig129028	295	295
Contig129028_310_310	Contig129028	310	310
Contig129043_2503_2503	Contig129043	2503	2503
Contig129111_1293_1293	Contig129111	1293	1293
Contig129111_1300_1300	Contig129111	1300	1300
Contig129111_1306_1306	Contig129111	1306	1306
Contig129_11531_11531	Contig129	11531	11531
Contig129_12443_12443	Contig129	12443	12443
Contig129243_10713_10713	Contig129243	10713	10713
Contig129243_10726_10726	Contig129243	10726	10726
Contig129243_10745_10745	Contig129243	10745	10745
Contig129243_10760_10760	Contig129243	10760	10760
Contig129243_11326_11326	Contig129243	11326	11326
Contig129243_11380_11380	Contig129243	11380	11380
Contig129243_11458_11458	Contig129243	11458	11458
Contig129243_6490_6490	Contig129243	6490	6490
Contig129243_6501_6501	Contig129243	6501	6501
Contig129243_6512_6512	Contig129243	6512	6512
Contig129243_6516_6516	Contig129243	6516	6516
Contig129243_6531_6531	Contig129243	6531	6531
Contig129243_9651_9651	Contig129243	9651	9651
Contig129243_9654_9654	Contig129243	9654	9654
Contig129243_9656_9656	Contig129243	9656	9656
Contig129243_9661_9661	Contig129243	9661	9661
Contig129243_9670_9670	Contig129243	9670	9670
Contig129292_2069_2069	Contig129292	2069	2069
Contig1293_242_242	Contig1293	242	242
Contig129435_3128_3128	Contig129435	3128	3128
Contig129435_3134_3134	Contig129435	3134	3134
Contig129435_3142_3142	Contig129435	3142	3142
Contig129435_3173_3173	Contig129435	3173	3173
Contig129435_3176_3176	Contig129435	3176	3176
Contig129435_3186_3186	Contig129435	3186	3186
Contig129435_3225_3225	Contig129435	3225	3225
Contig129455_226_226	Contig129455	226	226
Contig129463_3802_3802	Contig129463	3802	3802
Contig129463_3804_3804	Contig129463	3804	3804
Contig129463_3959_3959	Contig129463	3959	3959
Contig129473_6353_6353	Contig129473	6353	6353
Contig129473_6363_6363	Contig129473	6363	6363
Contig129473_6377_6377	Contig129473	6377	6377
Contig129473_6384_6384	Contig129473	6384	6384
Contig129473_6394_6394	Contig129473	6394	6394
Contig129473_6408_6408	Contig129473	6408	6408
Contig129473_6415_6415	Contig129473	6415	6415
Contig129473_6417_6417	Contig129473	6417	6417
Contig129473_6429_6429	Contig129473	6429	6429
Contig129473_8471_8471	Contig129473	8471	8471
Contig129473_8530_8530	Contig129473	8530	8530
Contig129473_8538_8538	Contig129473	8538	8538
Contig129509_157_157	Contig129509	157	157
Contig129509_179_179	Contig129509	179	179
Contig129509_214_214	Contig129509	214	214
Contig129509_226_226	Contig129509	226	226
Contig129638_11000_11000	Contig129638	11000	11000
Contig129652_1423_1423	Contig129652	1423	1423
Contig12973_1988_1988	Contig12973	1988	1988
Contig12974_4867_4867	Contig12974	4867	4867
Contig12974_4871_4871	Contig12974	4871	4871
Contig1297_49902_49902	Contig1297	49902	49902
Contig1297_49911_49911	Contig1297	49911	49911
Contig1297_49941_49941	Contig1297	49941	49941
Contig1297_50000_50000	Contig1297	50000	50000
Contig1297_60634_60634	Contig1297	60634	60634
Contig1297_63509_63509	Contig1297	63509	63509
Contig1297_63522_63522	Contig1297	63522	63522
Contig1297_63555_63555	Contig1297	63555	63555
Contig129931_1790_1790	Contig129931	1790	1790
Contig129941_877_877	Contig129941	877	877
Contig130124_1698_1698	Contig130124	1698	1698
Contig130124_3239_3239	Contig130124	3239	3239
Contig130124_669_669	Contig130124	669	669
Contig130124_687_687	Contig130124	687	687
Contig130147_3689_3689	Contig130147	3689	3689
Contig130147_3695_3695	Contig130147	3695	3695
Contig130157_1107_1107	Contig130157	1107	1107
Contig130157_1115_1115	Contig130157	1115	1115
Contig130157_1128_1128	Contig130157	1128	1128
Contig130178_1975_1975	Contig130178	1975	1975
Contig1301_7821_7821	Contig1301	7821	7821
Contig130205_8650_8650	Contig130205	8650	8650
Contig130205_8659_8659	Contig130205	8659	8659
Contig130205_8688_8688	Contig130205	8688	8688
Contig130205_8693_8693	Contig130205	8693	8693
Contig130205_8702_8702	Contig130205	8702	8702
Contig130205_8708_8708	Contig130205	8708	8708
Contig130205_9576_9576	Contig130205	9576	9576
Contig130261_310_310	Contig130261	310	310
Contig130261_332_332	Contig130261	332	332
Contig130261_338_338	Contig130261	338	338
Contig130261_347_347	Contig130261	347	347
Contig130261_389_389	Contig130261	389	389
Contig130265_612_612	Contig130265	612	612
Contig130274_736_736	Contig130274	736	736
Contig130274_738_738	Contig130274	738	738
Contig130295_2086_2086	Contig130295	2086	2086
Contig1304_19985_19985	Contig1304	19985	19985
Contig130541_21_21	Contig130541	21	21
Contig130541_43_43	Contig130541	43	43
Contig130541_69_69	Contig130541	69	69
Contig130598_10344_10344	Contig130598	10344	10344
Contig130658_5699_5699	Contig130658	5699	5699
Contig130658_5836_5836	Contig130658	5836	5836
Contig130658_6288_6288	Contig130658	6288	6288
Contig130658_6489_6489	Contig130658	6489	6489
Contig130730_1768_1768	Contig130730	1768	1768
Contig130730_2036_2036	Contig130730	2036	2036
Contig130786_942_942	Contig130786	942	942
Contig130786_946_946	Contig130786	946	946
Contig130786_948_948	Contig130786	948	948
Contig130810_2859_2859	Contig130810	2859	2859
Contig130810_2870_2870	Contig130810	2870	2870
Contig1308_14723_14723	Contig1308	14723	14723
Contig130862_84_84	Contig130862	84	84
Contig130862_89_89	Contig130862	89	89
Contig130886_1116_1116	Contig130886	1116	1116
Contig130894_2137_2137	Contig130894	2137	2137
Contig130971_2516_2516	Contig130971	2516	2516
Contig130971_2518_2518	Contig130971	2518	2518
Contig131040_14079_14079	Contig131040	14079	14079
Contig131178_133_133	Contig131178	133	133
Contig131178_135_135	Contig131178	135	135
Contig131178_145_145	Contig131178	145	145
Contig131178_212_212	Contig131178	212	212
Contig131218_1195_1195	Contig131218	1195	1195
Contig131218_1217_1217	Contig131218	1217	1217
Contig131218_1223_1223	Contig131218	1223	1223
Contig131218_1269_1269	Contig131218	1269	1269
Contig131237_1263_1263	Contig131237	1263	1263
Contig131237_1547_1547	Contig131237	1547	1547
Contig131237_1551_1551	Contig131237	1551	1551
Contig131260_1740_1740	Contig131260	1740	1740
Contig131260_1756_1756	Contig131260	1756	1756
Contig131260_1758_1758	Contig131260	1758	1758
Contig131260_1799_1799	Contig131260	1799	1799
Contig131260_1839_1839	Contig131260	1839	1839
Contig131270_1504_1504	Contig131270	1504	1504
Contig13_13064_13064	Contig13	13064	13064
Contig1313_18557_18557	Contig1313	18557	18557
Contig1313_18923_18923	Contig1313	18923	18923
Contig1313_18939_18939	Contig1313	18939	18939
Contig131341_3762_3762	Contig131341	3762	3762
Contig131341_3765_3765	Contig131341	3765	3765
Contig131341_3778_3778	Contig131341	3778	3778
Contig131341_6350_6350	Contig131341	6350	6350
Contig131395_1707_1707	Contig131395	1707	1707
Contig131395_1711_1711	Contig131395	1711	1711
Contig131395_1726_1726	Contig131395	1726	1726
Contig131462_11595_11595	Contig131462	11595	11595
Contig131541_1025_1025	Contig131541	1025	1025
Contig131541_1067_1067	Contig131541	1067	1067
Contig131541_1148_1148	Contig131541	1148	1148
Contig131541_1213_1213	Contig131541	1213	1213
Contig131541_1226_1226	Contig131541	1226	1226
Contig131541_1333_1333	Contig131541	1333	1333
Contig131541_1499_1499	Contig131541	1499	1499
Contig131577_181_181	Contig131577	181	181
Contig131577_183_183	Contig131577	183	183
Contig131577_188_188	Contig131577	188	188
Contig131577_214_214	Contig131577	214	214
Contig131577_230_230	Contig131577	230	230
Contig131577_234_234	Contig131577	234	234
Contig131577_253_253	Contig131577	253	253
Contig131599_1262_1262	Contig131599	1262	1262
Contig131599_1342_1342	Contig131599	1342	1342
Contig131599_819_819	Contig131599	819	819
Contig131600_888_888	Contig131600	888	888
Contig131600_900_900	Contig131600	900	900
Contig131603_1027_1027	Contig131603	1027	1027
Contig131668_7118_7118	Contig131668	7118	7118
Contig131698_1599_1599	Contig131698	1599	1599
Contig131698_1609_1609	Contig131698	1609	1609
Contig131_7504_7504	Contig131	7504	7504
Contig131764_791_791	Contig131764	791	791
Contig131764_798_798	Contig131764	798	798
Contig131764_812_812	Contig131764	812	812
Contig131764_835_835	Contig131764	835	835
Contig131764_865_865	Contig131764	865	865
Contig131764_884_884	Contig131764	884	884
Contig131764_900_900	Contig131764	900	900
Contig131842_1336_1336	Contig131842	1336	1336
Contig131842_1349_1349	Contig131842	1349	1349
Contig131842_3373_3373	Contig131842	3373	3373
Contig131842_3377_3377	Contig131842	3377	3377
Contig131918_34_34	Contig131918	34	34
Contig132044_460_460	Contig132044	460	460
Contig132044_464_464	Contig132044	464	464
Contig132044_468_468	Contig132044	468	468
Contig132078_367_367	Contig132078	367	367
Contig132115_1556_1556	Contig132115	1556	1556
Contig132115_177_177	Contig132115	177	177
Contig132115_75_75	Contig132115	75	75
Contig132115_95_95	Contig132115	95	95
Contig132119_3630_3630	Contig132119	3630	3630
Contig132167_121_121	Contig132167	121	121
Contig132167_97_97	Contig132167	97	97
Contig132207_5985_5985	Contig132207	5985	5985
Contig132207_6040_6040	Contig132207	6040	6040
Contig132221_507_507	Contig132221	507	507
Contig1322_24192_24192	Contig1322	24192	24192
Contig1322_24210_24210	Contig1322	24210	24210
Contig1322_24216_24216	Contig1322	24216	24216
Contig1322_24227_24227	Contig1322	24227	24227
Contig1322_24355_24355	Contig1322	24355	24355
Contig132287_1198_1198	Contig132287	1198	1198
Contig132306_1476_1476	Contig132306	1476	1476
Contig132306_1481_1481	Contig132306	1481	1481
Contig132309_404_404	Contig132309	404	404
Contig132309_580_580	Contig132309	580	580
Contig132309_810_810	Contig132309	810	810
Contig132309_815_815	Contig132309	815	815
Contig132309_817_817	Contig132309	817	817
Contig132_32485_32485	Contig132	32485	32485
Contig132_32495_32495	Contig132	32495	32495
Contig132326_2702_2702	Contig132326	2702	2702
Contig132_51301_51301	Contig132	51301	51301
Contig132_51305_51305	Contig132	51305	51305
Contig132_51310_51310	Contig132	51310	51310
Contig132_51325_51325	Contig132	51325	51325
Contig132_51366_51366	Contig132	51366	51366
Contig132_51369_51369	Contig132	51369	51369
Contig132661_1593_1593	Contig132661	1593	1593
Contig132661_1606_1606	Contig132661	1606	1606
Contig132661_1612_1612	Contig132661	1612	1612
Contig132661_3077_3077	Contig132661	3077	3077
Contig132661_3084_3084	Contig132661	3084	3084
Contig132701_589_589	Contig132701	589	589
Contig1327_26057_26057	Contig1327	26057	26057
Contig1327_36886_36886	Contig1327	36886	36886
Contig1327_36890_36890	Contig1327	36890	36890
Contig1327_36899_36899	Contig1327	36899	36899
Contig1327_36903_36903	Contig1327	36903	36903
Contig132751_1827_1827	Contig132751	1827	1827
Contig132904_1220_1220	Contig132904	1220	1220
Contig132960_384_384	Contig132960	384	384
Contig133188_744_744	Contig133188	744	744
Contig133198_1034_1034	Contig133198	1034	1034
Contig133198_1057_1057	Contig133198	1057	1057
Contig133198_768_768	Contig133198	768	768
Contig133198_770_770	Contig133198	770	770
Contig133281_849_849	Contig133281	849	849
Contig133281_887_887	Contig133281	887	887
Contig133365_474_474	Contig133365	474	474
Contig133366_103_103	Contig133366	103	103
Contig133366_194_194	Contig133366	194	194
Contig133366_202_202	Contig133366	202	202
Contig133366_312_312	Contig133366	312	312
Contig133366_317_317	Contig133366	317	317
Contig133366_327_327	Contig133366	327	327
Contig133366_329_329	Contig133366	329	329
Contig133366_82_82	Contig133366	82	82
Contig133439_6851_6851	Contig133439	6851	6851
Contig133452_1153_1153	Contig133452	1153	1153
Contig133452_1156_1156	Contig133452	1156	1156
Contig133452_1189_1189	Contig133452	1189	1189
Contig133500_5932_5932	Contig133500	5932	5932
Contig133558_772_772	Contig133558	772	772
Contig133558_779_779	Contig133558	779	779
Contig133590_8136_8136	Contig133590	8136	8136
Contig1336_10958_10958	Contig1336	10958	10958
Contig1336_10967_10967	Contig1336	10967	10967
Contig13361_583_583	Contig13361	583	583
Contig133627_4675_4675	Contig133627	4675	4675
Contig133627_4679_4679	Contig133627	4679	4679
Contig133627_4704_4704	Contig133627	4704	4704
Contig133776_3052_3052	Contig133776	3052	3052
Contig133793_158_158	Contig133793	158	158
Contig133793_181_181	Contig133793	181	181
Contig133793_208_208	Contig133793	208	208
Contig133793_226_226	Contig133793	226	226
Contig133793_235_235	Contig133793	235	235
Contig133793_245_245	Contig133793	245	245
Contig133793_255_255	Contig133793	255	255
Contig133793_264_264	Contig133793	264	264
Contig133793_276_276	Contig133793	276	276
Contig133793_291_291	Contig133793	291	291
Contig133793_301_301	Contig133793	301	301
Contig133793_303_303	Contig133793	303	303
Contig133820_1597_1597	Contig133820	1597	1597
Contig133930_17811_17811	Contig133930	17811	17811
Contig133952_1677_1677	Contig133952	1677	1677
Contig133952_1736_1736	Contig133952	1736	1736
Contig133952_1830_1830	Contig133952	1830	1830
Contig133952_1834_1834	Contig133952	1834	1834
Contig133952_3200_3200	Contig133952	3200	3200
Contig133976_838_838	Contig133976	838	838
Contig1340_27325_27325	Contig1340	27325	27325
Contig134176_2705_2705	Contig134176	2705	2705
Contig134176_2709_2709	Contig134176	2709	2709
Contig134_19754_19754	Contig134	19754	19754
Contig134_19759_19759	Contig134	19759	19759
Contig134219_1100_1100	Contig134219	1100	1100
Contig134296_235_235	Contig134296	235	235
Contig134296_324_324	Contig134296	324	324
Contig134319_4807_4807	Contig134319	4807	4807
Contig134348_739_739	Contig134348	739	739
Contig134348_749_749	Contig134348	749	749
Contig134376_1629_1629	Contig134376	1629	1629
Contig134376_1635_1635	Contig134376	1635	1635
Contig134707_1130_1130	Contig134707	1130	1130
Contig134707_1176_1176	Contig134707	1176	1176
Contig134707_1187_1187	Contig134707	1187	1187
Contig134707_1207_1207	Contig134707	1207	1207
Contig134728_1110_1110	Contig134728	1110	1110
Contig134728_249_249	Contig134728	249	249
Contig134728_253_253	Contig134728	253	253
Contig134728_272_272	Contig134728	272	272
Contig134728_391_391	Contig134728	391	391
Contig134957_1245_1245	Contig134957	1245	1245
Contig135015_1605_1605	Contig135015	1605	1605
Contig135021_4308_4308	Contig135021	4308	4308
Contig135031_124_124	Contig135031	124	124
Contig135067_6190_6190	Contig135067	6190	6190
Contig135067_6230_6230	Contig135067	6230	6230
Contig135067_6232_6232	Contig135067	6232	6232
Contig135094_6705_6705	Contig135094	6705	6705
Contig135245_32_32	Contig135245	32	32
Contig135245_41_41	Contig135245	41	41
Contig135245_76_76	Contig135245	76	76
Contig135245_78_78	Contig135245	78	78
Contig135245_83_83	Contig135245	83	83
Contig135259_76_76	Contig135259	76	76
Contig135300_16955_16955	Contig135300	16955	16955
Contig135300_17192_17192	Contig135300	17192	17192
Contig135300_17195_17195	Contig135300	17195	17195
Contig135300_17248_17248	Contig135300	17248	17248
Contig135300_17259_17259	Contig135300	17259	17259
Contig135397_4784_4784	Contig135397	4784	4784
