contig	locus	id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig17101	20215	Contig17101_20215	18	2.750e-01	2.671e-04	6.863e-01	0.9997	6.630e-01	2.650e-01	4.689e+00	8.378e+00	1.653e+00	9.088e-01
Contig17101	20378	Contig17101_20378	18	2.909e-01	4.045e-01	7.693e-01	0.599	7.672e-01	2.399e-01	7.746e+00	1.428e+01	1.990e+00	1.070e+00
Contig17101	22156	Contig17101_22156	18	3.385e-01	1.712e-01	5.300e-01	0.7466	7.799e-01	2.390e-01	2.665e+00	4.461e+00	1.759e+00	7.833e-01
Contig17101	22174	Contig17101_22174	18	3.348e-01	-1.025e+00	7.149e-01	0.1517	7.238e-01	2.582e-01	3.149e+00	6.201e+00	3.860e+00	1.011e+00
Contig17101	22197	Contig17101_22197	18	2.161e-01	-7.656e-01	8.630e-01	0.375	7.879e-01	1.884e-01	7.183e+00	1.058e+01	3.370e+00	1.139e+00
Contig17101	22237	Contig17101_22237	18	2.426e-01	-5.202e-01	9.639e-01	0.5894	7.031e-01	2.489e-01	9.627e+00	1.487e+01	4.061e+00	1.401e+00
Contig17101	22244	Contig17101_22244	18	2.718e-01	1.847e-01	7.862e-01	0.8143	6.641e-01	2.695e-01	4.798e+00	7.996e+00	2.644e+00	9.937e-01
Contig17101	22249	Contig17101_22249	18	2.123e-01	7.979e-01	9.436e-01	0.3978	8.193e-01	1.556e-01	1.105e+01	1.724e+01	1.986e+00	1.182e+00
Contig17101	22285	Contig17101_22285	18	2.577e-01	1.291e+00	1.615e+00	0.4241	4.352e-01	1.675e-01	1.319e+01	8.191e+00	-2.563e+00	1.543e+00
Contig17101	23955	Contig17101_23955	18	3.131e-01	-4.674e-01	7.883e-01	0.5532	3.372e-01	2.037e-01	2.521e+00	2.580e+00	3.286e+00	1.023e+00
Contig17101	29274	Contig17101_29274	18	2.608e-01	-1.367e-01	6.027e-01	0.8206	6.281e-01	2.202e-01	2.319e+00	2.764e+00	1.027e+00	8.441e-01
Contig17101	29292	Contig17101_29292	18	2.615e-01	-1.811e-01	8.402e-01	0.8293	6.826e-01	2.432e-01	6.379e+00	1.210e+01	2.039e+00	1.079e+00
Contig17101	29356	Contig17101_29356	18	2.372e-01	-2.130e-01	9.832e-01	0.8285	8.110e-01	2.275e-01	1.541e+01	1.810e+01	2.787e+00	1.256e+00
Contig17101	29430	Contig17101_29430	18	3.365e-01	-8.726e-01	5.692e-01	0.1253	6.478e-01	2.759e-01	2.183e+00	4.516e+00	3.168e+00	8.759e-01
Contig17101	29520	Contig17101_29520	18	2.484e-01	-1.219e+01	3.506e+00	0.0005074	4.638e-01	1.678e-01	2.793e+01	1.887e+01	2.314e+00	1.932e+00
Contig17101	29574	Contig17101_29574	18	3.088e-01	1.527e-01	6.209e-01	0.8057	5.893e-01	2.753e-01	2.459e+00	4.090e+00	2.117e+00	8.672e-01
Contig17101	29580	Contig17101_29580	18	3.328e-01	-1.341e-01	6.166e-01	0.8278	4.531e-01	2.582e-01	2.037e+00	3.309e+00	2.123e+00	8.543e-01
Contig17101	29598	Contig17101_29598	18	2.615e-01	-3.719e-01	7.258e-01	0.6083	7.864e-01	2.055e-01	8.592e+00	1.437e+01	2.132e+00	1.067e+00
Contig17101	29670	Contig17101_29670	18	3.855e-01	2.574e-02	5.652e-01	0.9637	7.064e-01	2.653e-01	1.956e+00	3.878e+00	2.049e+00	8.122e-01
Contig17101	30138	Contig17101_30138	18	3.399e-01	7.462e-01	5.477e-01	0.1731	6.835e-01	2.568e-01	2.529e+00	4.137e+00	9.506e-01	7.804e-01
Contig17101	30144	Contig17101_30144	18	3.380e-01	4.827e-01	6.057e-01	0.4255	5.530e-01	2.883e-01	2.202e+00	3.356e+00	2.032e+00	8.517e-01
Contig17101	30663	Contig17101_30663	18	2.888e-01	1.643e-01	8.227e-01	0.8417	5.559e-01	3.003e-01	6.369e+00	1.200e+01	2.556e+00	1.085e+00
Contig17101	30666	Contig17101_30666	18	4.130e-01	-2.098e-01	5.147e-01	0.6836	6.218e-01	2.801e-01	1.519e+00	5.212e+00	1.678e+00	7.204e-01
Contig17101	30672	Contig17101_30672	18	2.876e-01	3.215e-01	7.388e-01	0.6634	7.377e-01	2.639e-01	6.039e+00	1.017e+01	1.885e+00	1.016e+00
Contig17101	30858	Contig17101_30858	18	4.178e-01	1.077e-01	4.469e-01	0.8096	6.728e-01	2.636e-01	1.472e+00	3.927e+00	-2.694e-01	6.307e-01
Contig17101	30930	Contig17101_30930	18	2.323e-01	-6.540e-01	1.147e+00	0.5687	7.693e-01	2.664e-01	2.410e+01	2.655e+01	3.640e+00	1.310e+00
Contig17101	30936	Contig17101_30936	18	3.453e-01	-1.349e+00	7.507e-01	0.07228	7.403e-01	2.348e-01	3.898e+00	6.716e+00	4.410e+00	1.060e+00
Contig17101	35573	Contig17101_35573	18	3.505e-01	-1.929e-01	4.604e-01	0.6752	5.846e-01	2.827e-01	1.730e+00	4.092e+00	1.451e+00	6.797e-01
Contig17101	35583	Contig17101_35583	18	2.922e-01	-4.286e-01	4.769e-01	0.3688	8.635e-01	1.592e-01	3.902e+00	7.458e+00	1.738e+00	7.441e-01
Contig17101	35632	Contig17101_35632	18	3.625e-01	5.011e-01	6.021e-01	0.4052	6.188e-01	2.776e-01	1.360e+00	2.869e+00	1.961e+00	8.182e-01
Contig17101	35647	Contig17101_35647	18	2.519e-01	-9.408e-01	9.129e-01	0.3028	7.057e-01	2.295e-01	3.683e+00	5.232e+00	4.817e+00	1.155e+00
Contig17101	35652	Contig17101_35652	18	3.068e-01	-7.381e-01	9.238e-01	0.4243	3.775e-01	1.938e-01	3.482e+00	3.385e+00	3.664e+00	1.107e+00
Contig17101	35694	Contig17101_35694	18	2.634e-01	-2.055e-01	1.115e+00	0.8538	6.193e-01	2.880e-01	6.018e+00	1.081e+01	3.194e+00	1.206e+00
Contig17101	35699	Contig17101_35699	18	2.939e-01	1.956e-01	6.724e-01	0.7711	8.188e-01	2.072e-01	5.007e+00	9.727e+00	2.435e+00	9.055e-01
Contig17101	35715	Contig17101_35715	18	1.525e-01	9.630e+00	3.610e+00	0.00764	5.738e-01	1.109e-01	3.246e+01	1.935e+01	-1.880e+00	1.903e+00
Contig17104	857	Contig17104_857	18	2.965e-01	-3.716e-01	9.032e-01	0.6807	5.674e-01	2.859e-01	3.427e+00	4.784e+00	3.700e+00	1.090e+00
Contig17108	460	Contig17108_460	18	2.271e-01	1.076e+00	9.610e-01	0.2628	6.909e-01	2.506e-01	9.947e+00	1.749e+01	1.115e+00	1.296e+00
Contig17108	468	Contig17108_468	18	2.964e-01	2.593e-01	7.386e-01	0.7256	6.812e-01	2.793e-01	5.974e+00	1.119e+01	1.605e+00	1.039e+00
Contig17108	487	Contig17108_487	18	3.002e-01	8.858e-01	8.421e-01	0.2929	7.816e-01	2.070e-01	6.978e+00	1.209e+01	1.637e+00	1.092e+00
Contig17108	507	Contig17108_507	18	2.699e-01	1.851e+00	1.584e+00	0.2424	4.327e-01	1.812e-01	1.229e+01	1.107e+01	3.207e+00	1.632e+00
Contig1715	7044	Contig1715_7044	18	3.060e-01	-6.549e-01	7.245e-01	0.366	6.483e-01	2.683e-01	3.768e+00	7.727e+00	4.135e+00	1.039e+00
Contig1715	7052	Contig1715_7052	18	2.475e-01	-3.243e-01	8.266e-01	0.6948	7.013e-01	2.490e-01	7.702e+00	1.236e+01	3.724e+00	1.083e+00
Contig1715	7058	Contig1715_7058	18	3.572e-01	6.796e-01	7.384e-01	0.3574	7.470e-01	2.311e-01	2.293e+00	4.699e+00	2.546e+00	9.332e-01
Contig1715	7064	Contig1715_7064	18	2.825e-01	-5.209e-01	8.963e-01	0.5611	5.085e-01	2.553e-01	3.745e+00	4.740e+00	4.360e+00	1.192e+00
Contig1715	7070	Contig1715_7070	18	3.011e-01	-1.101e-01	7.547e-01	0.884	5.694e-01	2.969e-01	2.928e+00	6.020e+00	3.776e+00	1.039e+00
Contig1715	7124	Contig1715_7124	18	2.976e-01	7.395e-01	7.191e-01	0.3038	6.611e-01	2.847e-01	5.624e+00	1.067e+01	2.907e+00	1.048e+00
Contig1715	7172	Contig1715_7172	18	1.496e-01	-1.540e+00	2.265e+00	0.4965	7.427e-01	6.912e-02	4.333e+01	2.804e+01	3.308e+00	1.836e+00
Contig1715	7190	Contig1715_7190	18	3.285e-01	-3.783e-01	6.161e-01	0.5392	7.075e-01	2.722e-01	2.980e+00	7.987e+00	3.478e+00	8.873e-01
Contig171544	203	Contig171544_203	18	2.764e-01	-3.751e-01	1.212e+00	0.757	6.668e-01	2.613e-01	6.786e+00	1.291e+01	3.765e+00	1.307e+00
Contig171603	2402	Contig171603_2402	18	3.635e-01	-2.909e-01	6.665e-01	0.6625	7.297e-01	2.289e-01	3.404e+00	8.519e+00	1.843e+00	9.047e-01
Contig171603	2406	Contig171603_2406	18	3.522e-01	-1.412e-01	8.405e-01	0.8666	5.721e-01	2.892e-01	2.625e+00	5.448e+00	3.652e+00	1.036e+00
Contig17180	79	Contig17180_79	18	3.083e-01	-2.924e-01	1.318e+00	0.8244	3.597e-01	1.744e-01	1.082e+01	8.534e+00	1.677e+00	1.366e+00
Contig171800	3567	Contig171800_3567	18	4.368e-01	-6.615e-02	3.782e-01	0.8611	7.448e-01	2.530e-01	1.347e+00	3.144e+00	4.169e-01	5.883e-01
Contig1719	19334	Contig1719_19334	18	2.998e-01	-7.980e-01	1.291e+00	0.5366	5.488e-01	2.738e-01	3.554e+00	5.547e+00	4.278e+00	1.400e+00
Contig1719	19339	Contig1719_19339	18	2.778e-01	8.837e-01	8.380e-01	0.2916	6.331e-01	2.531e-01	4.841e+00	1.005e+01	2.576e+00	1.052e+00
Contig1719	19360	Contig1719_19360	18	2.665e-01	-4.156e-01	1.229e+00	0.7353	7.485e-01	2.644e-01	1.097e+01	1.830e+01	3.713e+00	1.380e+00
Contig1719	19363	Contig1719_19363	18	2.980e-01	-1.756e-01	1.011e+00	0.862	8.119e-01	2.131e-01	7.372e+00	1.252e+01	3.594e+00	1.110e+00
Contig1719	19399	Contig1719_19399	18	3.124e-01	-6.184e-02	8.269e-01	0.9404	6.944e-01	2.501e-01	4.722e+00	9.062e+00	3.723e+00	1.010e+00
Contig1719	19431	Contig1719_19431	18	3.235e-01	4.177e-01	6.907e-01	0.5454	6.309e-01	2.828e-01	2.766e+00	6.058e+00	2.933e+00	9.053e-01
Contig17191	17155	Contig17191_17155	18	2.214e-01	-4.867e-01	1.130e+00	0.6667	8.400e-01	1.926e-01	2.158e+01	2.736e+01	3.700e+00	1.438e+00
Contig17191	24008	Contig17191_24008	18	3.272e-01	3.225e-01	6.272e-01	0.6071	3.947e-01	2.327e-01	1.983e+00	2.421e+00	1.468e+00	8.744e-01
Contig17191	24826	Contig17191_24826	18	3.069e-01	-3.102e-01	1.385e+00	0.8228	3.998e-01	2.578e-01	6.327e+00	5.483e+00	4.613e+00	1.586e+00
Contig17209	18386	Contig17209_18386	18	3.292e-01	2.499e-01	7.595e-01	0.7421	6.082e-01	2.519e-01	3.357e+00	8.476e+00	2.159e+00	9.493e-01
Contig172209	286	Contig172209_286	18	3.828e-01	3.288e-01	3.946e-01	0.4048	7.945e-01	1.979e-01	2.234e+00	4.745e+00	-3.450e-01	6.175e-01
Contig17224	26385	Contig17224_26385	18	2.766e-01	3.373e-01	1.550e+00	0.8277	7.730e-01	2.264e-01	1.912e+01	2.323e+01	4.117e+00	1.452e+00
Contig17224	26391	Contig17224_26391	18	2.817e-01	-7.833e-01	9.663e-01	0.4176	7.569e-01	2.269e-01	7.728e+00	1.388e+01	4.098e+00	1.285e+00
Contig17225	5091	Contig17225_5091	18	3.627e-01	8.181e-01	5.333e-01	0.1251	7.827e-01	2.263e-01	2.951e+00	6.873e+00	1.055e+00	8.108e-01
Contig17225	5109	Contig17225_5109	18	2.983e-01	-6.180e-01	6.764e-01	0.3608	8.296e-01	1.951e-01	4.329e+00	7.969e+00	2.521e+00	9.972e-01
Contig17225	8523	Contig17225_8523	18	3.397e-01	1.345e-01	6.558e-01	0.8374	6.757e-01	2.924e-01	4.341e+00	1.043e+01	2.596e+00	9.564e-01
Contig172270	1553	Contig172270_1553	18	3.629e-01	-6.382e-01	5.050e-01	0.2064	6.912e-01	2.687e-01	2.469e+00	7.181e+00	2.587e+00	7.769e-01
Contig172270	1615	Contig172270_1615	18	3.666e-01	-1.556e-01	5.666e-01	0.7836	6.071e-01	2.798e-01	2.330e+00	4.640e+00	2.722e+00	8.181e-01
Contig172270	1702	Contig172270_1702	18	4.439e-01	1.345e-02	3.209e-01	0.9666	6.913e-01	2.655e-01	6.478e-01	1.933e+00	1.710e+00	4.934e-01
Contig17232	1612	Contig17232_1612	18	3.578e-01	-3.784e-01	4.862e-01	0.4364	5.661e-01	2.741e-01	1.412e+00	3.932e+00	2.512e+00	7.274e-01
Contig17232	1627	Contig17232_1627	18	2.576e-01	-1.993e-01	9.267e-01	0.8297	6.755e-01	2.557e-01	6.845e+00	1.158e+01	3.222e+00	1.150e+00
Contig17235	8033	Contig17235_8033	18	3.391e-01	4.305e-01	6.761e-01	0.5242	4.392e-01	2.706e-01	1.940e+00	3.948e+00	2.632e+00	9.177e-01
Contig17235	8045	Contig17235_8045	18	2.895e-01	-1.914e+00	1.958e+00	0.3282	8.042e-01	2.018e-01	1.880e+01	2.631e+01	4.934e+00	1.734e+00
Contig17237	3267	Contig17237_3267	18	3.315e-01	3.541e-01	7.003e-01	0.6132	5.466e-01	2.836e-01	2.568e+00	6.127e+00	2.880e+00	8.995e-01
Contig17237	3273	Contig17237_3273	18	3.019e-01	2.256e-01	6.537e-01	0.73	7.777e-01	2.330e-01	4.614e+00	8.691e+00	2.600e+00	9.419e-01
Contig172483	857	Contig172483_857	18	3.255e-01	1.558e+00	1.345e+00	0.2468	3.267e-01	1.982e-01	6.958e+00	6.648e+00	3.696e+00	1.462e+00
Contig1726	5848	Contig1726_5848	18	3.179e-01	2.522e-01	8.476e-01	0.766	7.211e-01	2.378e-01	7.151e+00	1.404e+01	2.312e+00	1.136e+00
Contig1726	5856	Contig1726_5856	18	2.549e-01	6.036e-01	1.220e+00	0.6208	7.950e-01	2.176e-01	2.371e+01	3.178e+01	3.520e+00	1.445e+00
Contig1726	6247	Contig1726_6247	18	3.022e-01	6.793e-01	7.610e-01	0.372	7.327e-01	2.539e-01	5.176e+00	8.978e+00	2.048e+00	1.014e+00
Contig172614	1708	Contig172614_1708	18	2.756e-01	-9.394e-01	1.032e+00	0.3628	6.755e-01	2.655e-01	5.135e+00	8.489e+00	4.363e+00	1.340e+00
Contig17262	1810	Contig17262_1810	18	3.334e-01	-1.402e+00	6.603e-01	0.03369	6.831e-01	2.771e-01	3.404e+00	7.212e+00	4.285e+00	9.500e-01
Contig17262	1821	Contig17262_1821	18	3.775e-01	-5.457e-01	5.164e-01	0.2906	7.536e-01	2.481e-01	2.213e+00	4.637e+00	2.997e+00	7.836e-01
Contig17262	1858	Contig17262_1858	18	3.122e-01	-1.144e+00	1.081e+00	0.2899	3.610e-01	1.766e-01	4.654e+00	3.134e+00	1.856e+00	1.212e+00
Contig172745	3315	Contig172745_3315	18	3.373e-01	2.152e-01	7.027e-01	0.7594	3.265e-01	1.786e-01	2.085e+00	1.832e+00	1.911e+00	9.401e-01
Contig172745	3321	Contig172745_3321	18	3.451e-01	5.735e-02	5.480e-01	0.9167	3.136e-01	1.724e-01	1.238e+00	1.026e+00	1.584e+00	7.597e-01
Contig172745	3429	Contig172745_3429	18	3.311e-01	-4.048e-02	6.962e-01	0.9536	6.593e-01	2.706e-01	3.343e+00	7.280e+00	3.408e+00	9.710e-01
Contig172745	3448	Contig172745_3448	18	3.320e-01	8.014e-01	7.111e-01	0.2598	5.833e-01	2.603e-01	2.089e+00	2.907e+00	2.313e+00	9.668e-01
Contig172745	3467	Contig172745_3467	18	2.581e-01	-1.286e+00	1.193e+00	0.2811	7.050e-01	2.523e-01	9.450e+00	1.464e+01	4.708e+00	1.313e+00
Contig172768	10214	Contig172768_10214	18	2.676e-01	1.804e-01	7.138e-01	0.8004	7.313e-01	2.019e-01	4.441e+00	7.156e+00	2.512e+00	1.007e+00
Contig17280	32707	Contig17280_32707	18	2.488e-01	-2.166e+00	1.371e+00	0.1141	4.467e-01	1.766e-01	8.996e+00	6.655e+00	4.171e+00	1.384e+00
Contig17280	32718	Contig17280_32718	18	3.216e-01	-1.143e+00	8.827e-01	0.1952	5.082e-01	2.904e-01	4.273e+00	1.162e+01	3.865e+00	1.115e+00
Contig17280	32730	Contig17280_32730	18	3.436e-01	-1.013e+00	7.298e-01	0.1649	2.493e-01	1.509e-01	2.244e+00	1.833e+00	2.643e+00	9.426e-01
Contig17280	32764	Contig17280_32764	18	2.675e-01	-3.074e-01	6.171e-01	0.6184	6.532e-01	2.655e-01	3.549e+00	7.204e+00	2.091e+00	8.621e-01
Contig17280	32768	Contig17280_32768	18	3.420e-01	6.075e-01	5.618e-01	0.2796	7.173e-01	2.616e-01	3.029e+00	8.120e+00	2.384e+00	8.268e-01
Contig17280	32774	Contig17280_32774	18	3.411e-01	-5.738e-01	6.316e-01	0.3636	3.212e-01	1.782e-01	1.737e+00	1.523e+00	3.067e+00	8.834e-01
Contig17280	32789	Contig17280_32789	18	2.149e-01	-1.403e+00	1.114e+00	0.2079	7.098e-01	2.047e-01	1.006e+01	1.096e+01	3.652e+00	1.313e+00
Contig17280	32799	Contig17280_32799	18	3.682e-01	-1.623e-01	4.342e-01	0.7086	7.029e-01	2.505e-01	1.254e+00	2.542e+00	1.792e+00	6.827e-01
Contig172882	10269	Contig172882_10269	18	2.259e-01	1.585e-01	9.356e-01	0.8655	6.571e-01	2.126e-01	5.820e+00	8.260e+00	3.143e+00	1.179e+00
Contig172882	10580	Contig172882_10580	18	2.911e-01	-5.539e-01	6.896e-01	0.4219	5.354e-01	2.456e-01	3.132e+00	4.946e+00	2.552e+00	9.531e-01
Contig172882	10624	Contig172882_10624	18	2.319e-01	3.012e-01	9.354e-01	0.7475	8.390e-01	1.282e-01	1.147e+01	1.332e+01	2.064e+00	1.285e+00
Contig172882	10634	Contig172882_10634	18	3.497e-01	-1.103e-01	6.163e-01	0.8579	7.430e-01	2.367e-01	3.136e+00	7.183e+00	3.073e+00	9.261e-01
Contig172882	10645	Contig172882_10645	18	3.273e-01	5.913e-01	5.135e-01	0.2495	6.912e-01	2.572e-01	1.579e+00	2.595e+00	1.709e+00	7.106e-01
Contig172882	10667	Contig172882_10667	18	3.439e-01	-6.528e-02	5.404e-01	0.9038	7.980e-01	2.040e-01	2.424e+00	5.173e+00	2.479e+00	7.835e-01
Contig172882	10671	Contig172882_10671	18	3.115e-01	-8.113e-01	9.505e-01	0.3934	7.442e-01	2.455e-01	5.180e+00	1.194e+01	4.244e+00	1.219e+00
Contig172882	10696	Contig172882_10696	18	3.349e-01	-8.784e-01	4.949e-01	0.07593	7.305e-01	2.611e-01	2.320e+00	4.425e+00	4.096e+00	7.781e-01
Contig172882	10704	Contig172882_10704	18	2.391e-01	-1.043e+00	1.199e+00	0.3842	8.568e-01	1.415e-01	8.981e+00	1.401e+01	3.625e+00	1.361e+00
Contig172882	11140	Contig172882_11140	18	3.369e-01	-9.106e-02	9.370e-01	0.9226	2.615e-01	1.546e-01	4.413e+00	3.103e+00	1.246e+00	1.129e+00
Contig172882	11287	Contig172882_11287	18	2.717e-01	6.704e-01	8.138e-01	0.4101	5.570e-01	2.414e-01	3.308e+00	5.074e+00	2.320e+00	1.043e+00
Contig172882	11298	Contig172882_11298	18	2.264e-01	-7.357e-02	9.015e-01	0.935	8.241e-01	2.285e-01	2.116e+01	2.878e+01	3.274e+00	1.348e+00
Contig172882	11302	Contig172882_11302	18	2.747e-01	1.040e+00	1.452e+00	0.4739	4.713e-01	2.291e-01	1.193e+01	1.152e+01	3.811e+00	1.531e+00
Contig172882	11315	Contig172882_11315	18	2.673e-01	1.760e-01	8.451e-01	0.835	6.177e-01	2.997e-01	8.320e+00	1.563e+01	2.542e+00	1.087e+00
Contig17292	5628	Contig17292_5628	18	2.898e-01	-2.944e+00	1.935e+00	0.1282	3.862e-01	1.687e-01	1.472e+01	1.024e+01	-5.188e+00	1.611e+00
Contig17292	5634	Contig17292_5634	18	2.535e-01	-9.396e-01	1.050e+00	0.3708	6.431e-01	2.509e-01	1.072e+01	1.587e+01	3.175e+00	1.272e+00
Contig17292	5643	Contig17292_5643	18	2.927e-01	-3.706e-01	7.517e-01	0.622	5.566e-01	2.530e-01	3.457e+00	5.842e+00	2.968e+00	1.005e+00
Contig17292	5649	Contig17292_5649	18	2.574e-01	3.458e-01	1.207e+00	0.7744	7.893e-01	2.316e-01	8.075e+00	1.182e+01	3.368e+00	1.211e+00
Contig17292	5651	Contig17292_5651	18	3.316e-01	1.190e+00	8.466e-01	0.1597	5.843e-01	2.892e-01	3.208e+00	6.813e+00	1.999e+00	9.689e-01
Contig17297	13280	Contig17297_13280	18	2.690e-01	-4.319e-01	1.463e+00	0.7678	4.717e-01	2.466e-01	1.198e+01	1.679e+01	5.633e+00	1.602e+00
Contig17299	1744	Contig17299_1744	18	2.967e-01	7.391e-01	6.385e-01	0.247	6.010e-01	2.382e-01	2.415e+00	4.763e+00	1.224e+00	8.456e-01
Contig17299	1751	Contig17299_1751	18	3.780e-01	-3.382e-02	5.351e-01	0.9496	7.166e-01	2.557e-01	1.938e+00	5.163e+00	2.489e+00	7.673e-01
Contig173	13455	Contig173_13455	18	2.355e-01	-4.304e+00	1.932e+00	0.02593	4.555e-01	1.546e-01	1.186e+01	7.369e+00	2.777e+00	1.486e+00
Contig173	13478	Contig173_13478	18	3.014e-01	2.129e-01	1.362e+00	0.8758	3.407e-01	1.931e-01	9.041e+00	6.371e+00	4.280e+00	1.415e+00
Contig173	13500	Contig173_13500	18	3.104e-01	-3.392e-01	5.961e-01	0.5693	4.030e-01	1.979e-01	1.606e+00	1.718e+00	1.754e+00	8.391e-01
Contig173	13507	Contig173_13507	18	2.897e-01	4.141e-02	6.570e-01	0.9497	7.751e-01	2.140e-01	4.691e+00	8.995e+00	2.767e+00	9.048e-01
Contig173	13644	Contig173_13644	18	2.788e-01	-8.862e-01	7.820e-01	0.2571	6.622e-01	2.568e-01	5.898e+00	1.044e+01	2.428e+00	1.089e+00
Contig173	13668	Contig173_13668	18	2.965e-01	-4.466e-01	6.428e-01	0.4872	5.103e-01	2.469e-01	2.812e+00	4.967e+00	2.528e+00	8.685e-01
Contig173	13670	Contig173_13670	18	3.713e-01	-3.820e-01	5.272e-01	0.4687	6.333e-01	2.984e-01	1.945e+00	5.167e+00	2.757e+00	7.932e-01
Contig173	13682	Contig173_13682	18	1.737e-01	-2.013e+00	2.221e+00	0.3647	5.724e-01	1.518e-01	3.113e+01	2.181e+01	1.084e+00	1.741e+00
Contig1730	755	Contig1730_755	18	3.406e-01	5.898e-01	5.733e-01	0.3035	7.638e-01	2.013e-01	2.843e+00	4.938e+00	8.562e-01	8.066e-01
Contig1730	765	Contig1730_765	18	4.360e-01	6.288e-01	3.997e-01	0.1157	7.373e-01	2.496e-01	1.169e+00	2.747e+00	7.500e-01	5.813e-01
Contig1730	775	Contig1730_775	18	3.495e-01	6.297e-01	4.017e-01	0.117	7.698e-01	2.373e-01	2.345e+00	5.417e+00	4.368e-01	6.154e-01
Contig1730	3732	Contig1730_3732	18	1.868e-01	-2.432e+00	2.133e+00	0.2542	6.899e-01	1.651e-01	2.446e+01	2.253e+01	3.237e+00	1.724e+00
Contig1730	3735	Contig1730_3735	18	3.261e-01	-8.318e-01	8.206e-01	0.3107	4.113e-01	2.592e-01	2.961e+00	4.748e+00	3.853e+00	1.144e+00
Contig1730	4725	Contig1730_4725	18	3.063e-01	3.432e-01	8.211e-01	0.6759	5.119e-01	3.006e-01	4.345e+00	7.251e+00	3.134e+00	1.045e+00
Contig1730	4740	Contig1730_4740	18	3.359e-01	5.678e-01	8.313e-01	0.4946	7.265e-01	2.683e-01	2.750e+00	5.459e+00	2.777e+00	1.050e+00
Contig1730	4752	Contig1730_4752	18	2.131e-01	-1.849e+00	1.893e+00	0.3289	5.260e-01	1.869e-01	1.750e+01	1.355e+01	4.988e+00	1.721e+00
Contig1730	4787	Contig1730_4787	18	2.769e-01	-1.079e+00	1.059e+00	0.3086	5.341e-01	2.603e-01	9.659e+00	1.583e+01	4.614e+00	1.339e+00
Contig1730	5025	Contig1730_5025	18	2.998e-01	-4.405e+00	2.139e+00	0.03949	3.548e-01	1.833e-01	1.649e+01	1.487e+01	6.577e+00	1.846e+00
Contig1730	10699	Contig1730_10699	18	2.052e-01	-1.317e-01	1.543e+00	0.932	7.060e-01	1.861e-01	1.816e+01	1.782e+01	4.163e+00	1.569e+00
Contig1730	11371	Contig1730_11371	18	3.030e-01	-4.977e-02	8.432e-01	0.9529	6.308e-01	2.618e-01	5.435e+00	1.174e+01	3.339e+00	1.191e+00
Contig173366	154	Contig173366_154	18	3.261e-01	5.289e-01	1.931e+00	0.7841	3.236e-01	1.758e-01	2.426e+01	1.891e+01	4.609e+00	1.897e+00
Contig173749	432	Contig173749_432	18	3.366e-01	1.135e-01	6.357e-01	0.8583	5.543e-01	2.976e-01	2.265e+00	4.047e+00	2.053e+00	8.851e-01
Contig17378	12153	Contig17378_12153	18	2.295e-01	1.681e+00	1.266e+00	0.1844	8.751e-01	1.849e-01	1.730e+01	2.098e+01	2.943e+00	1.338e+00
Contig17378	12160	Contig17378_12160	18	3.381e-01	3.742e-01	6.889e-01	0.587	5.816e-01	2.913e-01	2.137e+00	3.621e+00	2.839e+00	9.581e-01
Contig17378	23188	Contig17378_23188	18	3.076e-01	-4.127e-01	8.638e-01	0.6328	5.811e-01	3.061e-01	5.589e+00	1.077e+01	4.130e+00	1.076e+00
Contig17378	23193	Contig17378_23193	18	2.844e-01	-5.159e-01	7.551e-01	0.4945	7.477e-01	2.331e-01	5.333e+00	8.731e+00	3.607e+00	1.090e+00
Contig17378	25487	Contig17378_25487	18	2.784e-01	-7.369e-01	9.309e-01	0.4286	5.961e-01	2.740e-01	5.870e+00	8.014e+00	4.158e+00	1.209e+00
Contig17378	25494	Contig17378_25494	18	1.454e-01	3.336e+00	2.419e+00	0.1678	6.235e-01	1.381e-01	2.133e+01	1.454e+01	2.379e+00	1.648e+00
Contig17378	25497	Contig17378_25497	18	2.822e-01	2.141e+00	1.888e+00	0.2569	3.999e-01	1.659e-01	1.880e+01	1.296e+01	1.439e+00	1.703e+00
Contig17378	25585	Contig17378_25585	18	2.830e-01	-1.161e+00	9.523e-01	0.2229	8.012e-01	2.294e-01	9.196e+00	1.400e+01	3.384e+00	1.325e+00
Contig17378	25881	Contig17378_25881	18	2.104e-01	9.095e-01	9.762e-01	0.3515	5.728e-01	1.885e-01	6.450e+00	7.068e+00	1.513e+00	1.162e+00
Contig17393	21091	Contig17393_21091	18	2.784e-01	5.348e-03	1.141e+00	0.9963	6.450e-01	2.715e-01	8.202e+00	1.327e+01	3.460e+00	1.321e+00
Contig17393	21125	Contig17393_21125	18	2.847e-01	9.529e-02	7.549e-01	0.8996	6.985e-01	2.840e-01	7.248e+00	1.161e+01	2.212e+00	1.018e+00
Contig174115	3231	Contig174115_3231	18	3.566e-01	1.040e-01	7.206e-01	0.8853	5.739e-01	2.867e-01	2.115e+00	3.671e+00	2.479e+00	9.323e-01
Contig174115	3235	Contig174115_3235	18	3.031e-01	1.941e-01	6.222e-01	0.7551	6.225e-01	2.367e-01	2.709e+00	5.678e+00	1.748e+00	8.516e-01
Contig17413	5311	Contig17413_5311	18	2.125e-01	4.180e-01	1.093e+00	0.7022	7.469e-01	2.020e-01	1.407e+01	1.889e+01	3.396e+00	1.302e+00
