siteID	coverage1	coverage2	coverage3	coverage4	coverage5	coverage6	coverage7	coverage8	coverage9	coverage10	coverage11	coverage12	coverage13	coverage14	coverage15	coverage16	coverage17	coverage18
Contig20090_4873	25	13	22	10	22	0	34	12	32	28	46	0	42	55	56	57	17	32
Contig20090_4879	27	15	13	15	10	0	17	10	30	27	47	10	41	57	54	57	13	31
Contig201_29295	17	12	17	12	11	0	18	15	20	20	23	15	19	21	22	23	18	21
Contig201_29300	19	20	15	17	13	10	16	18	16	21	20	14	24	22	21	26	16	24
Contig201_29327	23	24	24	26	22	15	30	21	23	26	30	21	31	29	31	36	26	31
Contig201_29349	12	12	19	21	13	11	27	21	18	27	21	16	38	44	39	40	40	23
Contig201_29357	13	11	32	18	10	10	27	28	25	26	18	13	36	41	41	39	39	19
Contig201_29391	16	22	13	21	18	13	23	20	16	24	20	14	25	39	22	31	25	29
Contig201_29400	19	21	17	26	18	15	25	23	17	26	21	17	27	34	25	45	30	26
Contig201_29443	19	12	14	19	18	11	20	21	17	25	23	16	26	24	36	23	20	24
Contig201_29485	38	28	40	56	41	24	57	44	45	56	46	40	55	62	57	59	48	54
Contig201_29488	36	28	40	60	43	27	57	41	46	54	47	37	54	62	61	59	51	52
Contig201_29493	34	33	39	52	43	27	49	37	39	45	41	32	48	60	57	51	45	45
Contig201_29562	14	11	12	18	12	12	19	11	28	26	10	17	35	32	20	36	30	28
Contig201_29939	41	35	36	42	38	26	45	34	51	33	31	48	50	59	55	53	47	49
Contig201125_7743	32	59	40	53	19	22	40	35	41	18	18	38	34	30	18	28	29	24
Contig20123_8596	12	12	12	10	15	0	18	16	15	15	17	15	24	12	11	21	18	20
Contig20123_8636	17	0	13	10	12	10	21	25	17	23	17	25	27	21	22	27	27	21
Contig20123_8642	19	10	13	13	16	13	19	24	22	21	19	24	25	23	22	27	26	15
Contig201298_4885	14	15	12	11	13	0	13	13	17	13	23	15	15	20	21	23	0	12
Contig201298_4893	10	13	14	11	14	0	15	14	16	13	17	17	14	17	20	22	10	15
Contig2013_1172	13	11	18	10	11	11	13	10	22	20	22	12	23	22	27	25	22	13
Contig2013_2448	11	12	14	10	10	0	12	22	25	28	44	0	37	34	42	45	25	12
Contig2013_2461	11	12	11	23	10	0	13	11	15	29	40	0	28	35	37	44	30	10
Contig2013_2489	17	14	10	13	16	0	14	18	11	17	52	16	36	42	43	46	33	12
Contig2013_2495	17	15	15	15	16	0	16	20	12	17	53	17	35	45	42	45	31	12
Contig2013_2498	17	14	13	14	15	10	13	19	12	17	50	17	35	43	41	38	30	13
Contig2013_3458	16	11	11	27	12	0	14	26	28	35	34	0	36	44	49	45	25	16
Contig2013_3568	14	14	15	19	10	10	26	15	23	36	39	13	33	31	47	36	18	23
Contig2013_3607	19	23	23	11	20	13	33	28	27	45	38	26	38	40	41	36	36	30
Contig2013_3609	18	15	23	13	21	11	29	27	25	48	37	26	39	40	43	38	41	28
Contig2013_3623	10	28	15	29	10	11	23	27	30	53	40	29	38	42	51	36	52	39
Contig2013_3643	23	28	27	36	11	22	26	25	26	54	38	31	42	37	49	42	47	41
Contig2013_3649	24	29	25	35	12	22	24	25	25	54	37	26	41	30	50	37	39	39
Contig20142_2162	11	0	13	10	11	10	11	17	23	23	0	25	18	34	31	27	30	35
Contig20148_837	18	14	15	11	14	0	19	16	19	19	27	14	23	27	29	33	23	18
Contig20156_4535	19	16	13	14	16	17	20	18	19	27	34	20	28	38	20	31	24	22
Contig201561_401	22	13	15	16	15	10	13	27	33	25	0	24	29	17	12	12	10	33
Contig201561_426	11	20	16	0	12	12	10	10	31	15	0	30	29	13	15	10	13	27
Contig201572_378	22	12	24	23	16	24	11	23	22	13	0	22	22	27	14	21	24	14
Contig201572_543	28	12	10	16	17	15	17	14	36	18	10	19	16	32	15	12	19	20
Contig20162_23921	26	11	26	29	12	0	31	13	15	16	32	24	42	45	36	37	27	19
Contig2017_4101	14	19	10	16	11	0	13	18	17	14	0	28	40	24	17	33	19	30
Contig20178_12296	15	12	16	13	14	12	23	13	11	36	33	0	43	38	30	52	21	18
Contig20178_12303	13	11	19	16	14	11	20	12	15	41	36	10	49	38	35	47	23	20
Contig20178_12389	28	13	27	25	10	13	34	26	19	37	51	13	39	40	48	53	33	23
Contig20179_41	0	12	14	16	10	11	13	15	18	19	14	12	24	29	25	21	18	17
Contig20179_47	10	13	13	16	11	12	15	13	16	21	16	0	20	26	23	20	17	15
Contig20179_54	11	14	14	18	0	11	14	15	16	21	15	12	21	39	24	31	17	15
Contig20179_439	10	10	14	26	0	13	21	23	33	30	16	0	37	41	42	30	22	16
Contig20179_12249	27	13	14	27	13	12	30	16	26	47	50	12	40	39	42	42	31	32
Contig20180_4242	17	15	11	0	10	11	14	14	14	13	10	11	10	14	12	15	0	21
Contig20180_5851	15	18	15	28	14	10	11	12	14	16	41	13	32	32	49	41	27	10
Contig20180_5920	26	21	27	26	15	0	33	27	31	38	61	15	51	45	50	59	56	31
Contig20180_5929	26	12	14	26	14	0	31	31	28	39	53	24	47	43	51	56	47	26
Contig20180_6621	19	20	32	16	0	13	21	24	29	51	58	0	40	48	48	30	41	18
Contig20180_6626	17	10	22	17	0	11	22	14	30	48	58	0	37	47	47	31	48	19
Contig20180_6685	20	13	14	21	13	10	17	18	19	47	50	0	26	23	49	38	36	18
Contig20180_6688	19	14	18	19	12	10	16	17	21	48	56	0	37	35	55	46	39	17
Contig20180_6703	15	17	16	18	17	10	10	13	21	41	50	11	23	27	46	26	29	19
Contig20180_6706	13	13	14	17	16	10	11	11	17	36	48	0	20	24	49	20	28	17
Contig20180_6717	14	15	16	17	15	0	10	11	18	37	45	0	28	32	45	16	31	19
Contig202_10937	11	10	13	11	10	0	21	13	16	21	0	13	12	13	29	32	14	15
Contig202_10945	12	10	27	22	11	0	14	12	25	23	0	15	27	28	33	35	27	15
Contig202_17366	17	13	11	17	15	12	13	16	15	29	15	12	30	24	19	23	20	18
Contig202_17371	11	0	11	14	13	10	16	13	17	24	15	13	22	21	20	22	18	17
Contig202_24077	17	16	15	23	0	13	11	18	20	18	15	14	15	20	22	20	20	16
Contig202_26632	14	13	20	15	14	12	21	27	24	17	17	16	23	40	23	23	25	16
Contig202_26640	14	24	19	17	13	0	30	30	29	28	18	14	39	42	30	38	24	28
Contig202172_3742	36	0	27	29	13	25	28	33	46	46	24	22	54	53	45	53	43	45
Contig20224_5148	0	12	27	12	11	10	11	10	28	13	12	0	30	32	32	33	15	14
Contig20224_5150	10	14	28	11	11	0	14	10	17	12	12	10	30	33	34	34	15	27
Contig20225_12326	11	22	25	10	11	10	22	25	15	46	28	10	38	38	34	41	32	29
Contig20225_12374	32	28	29	36	12	11	37	27	39	43	52	28	53	67	64	64	48	35
Contig20225_12406	22	11	24	17	11	0	19	31	12	31	40	18	43	50	47	49	34	15
Contig20225_12416	26	12	27	10	0	12	18	34	30	33	42	13	47	54	54	61	41	30
Contig20225_12419	14	21	27	22	0	10	16	27	28	33	41	14	50	55	53	56	40	26
Contig20225_12425	21	21	25	10	11	0	15	24	30	31	43	21	46	54	50	52	40	23
Contig20225_12435	13	16	15	17	12	0	21	13	23	26	38	12	42	50	49	55	38	14
Contig20225_12443	13	15	16	26	15	0	14	14	20	37	47	10	40	41	46	50	26	15
Contig20225_19245	14	14	12	17	10	0	11	15	18	24	32	12	23	25	25	34	23	16
Contig20225_19295	10	10	12	11	12	13	24	26	14	32	40	15	41	36	53	52	36	30
Contig20225_19304	24	12	27	25	13	11	25	27	15	30	40	21	42	42	57	48	38	33
Contig20225_19349	12	0	24	26	10	13	28	11	28	44	42	14	36	38	47	50	26	17
Contig202423_3522	15	11	16	18	12	13	14	22	16	19	29	0	24	13	30	18	20	11
Contig202423_3545	15	11	12	19	0	11	10	12	10	18	28	11	18	0	24	12	19	10
Contig202423_5376	13	25	31	32	10	12	24	25	29	39	39	30	40	21	25	12	25	26
Contig202423_5382	14	24	29	21	12	11	26	25	30	35	37	27	36	23	27	14	15	26
Contig202423_5398	11	10	14	24	12	0	25	16	24	28	32	25	33	14	26	13	13	12
Contig20247_10521	25	31	26	28	27	12	21	23	27	11	27	23	27	28	27	31	27	29
Contig202555_6016	18	16	11	14	16	11	16	18	18	23	11	16	21	27	25	25	19	19
Contig202555_6997	24	12	11	14	0	28	11	24	15	38	0	13	19	34	43	18	32	40
Contig202555_7049	12	10	23	15	0	13	12	11	15	29	0	10	18	19	17	16	10	17
Contig202555_7157	29	0	12	10	10	13	30	15	30	39	27	16	36	28	38	29	33	29
Contig202555_7214	35	21	27	25	14	20	27	35	39	49	12	33	36	40	19	30	47	26
Contig202555_7233	32	13	32	18	16	13	12	24	24	37	12	27	31	38	19	35	35	14
Contig20289_3140	15	17	19	23	12	13	12	12	21	0	16	18	20	30	21	25	18	19
Contig20289_3154	0	17	18	17	11	11	13	12	31	0	10	26	27	29	16	20	14	26
Contig20297_6478	31	10	12	12	12	0	29	13	12	44	30	0	33	41	37	40	31	27
Contig20297_6516	25	11	15	13	10	10	23	25	12	19	26	18	37	40	26	47	19	31
Contig20302_2270	15	12	13	11	10	0	17	10	17	15	19	11	19	19	25	25	18	11
Contig20303_2249	12	10	14	16	12	12	10	13	11	23	15	0	11	24	21	23	24	15
Contig20303_2257	13	12	12	14	14	12	12	17	15	23	18	0	18	20	24	19	24	18
Contig203052_6139	12	0	14	10	11	10	17	14	17	13	11	13	19	16	15	14	12	13
Contig20326_287	16	0	17	12	12	11	22	18	14	0	13	17	32	24	27	22	13	20
Contig20326_6014	24	11	26	35	10	10	50	34	35	52	32	25	39	39	50	42	43	37
Contig203430_3554	14	14	12	17	10	0	15	14	29	14	10	19	22	15	14	15	17	14
Contig203430_3586	11	11	11	10	13	0	15	12	14	11	0	10	23	21	21	18	14	17
Contig203430_3592	13	13	12	11	10	0	15	14	20	12	11	12	24	21	23	17	14	15
Contig203430_3597	12	14	14	12	15	0	17	14	18	0	14	10	24	19	25	19	15	15
Contig203438_178	14	10	10	12	14	10	13	12	16	16	11	10	13	14	12	13	18	15
Contig203438_503	21	12	0	16	10	12	14	19	19	17	20	15	29	24	28	31	24	22
Contig20345_36007	23	11	14	24	0	10	23	15	12	42	45	11	44	41	51	59	37	0
Contig20345_36051	17	12	17	15	10	0	16	15	17	38	60	0	39	43	48	62	22	28
Contig20345_36060	11	11	26	15	14	0	16	31	18	37	61	0	46	48	48	60	26	29
Contig20345_36062	13	10	29	11	13	0	16	17	16	41	61	0	44	51	49	59	28	25
Contig20345_36080	12	0	22	10	11	11	14	25	13	39	55	0	34	43	38	47	35	27
Contig20345_36085	14	0	12	11	12	12	15	12	16	43	54	0	37	39	40	46	40	24
Contig20345_36102	26	24	23	26	11	10	28	15	38	43	56	12	42	46	45	54	43	12
Contig20371_813	13	14	0	20	11	11	17	18	19	36	16	26	28	39	38	47	22	14
Contig20371_855	14	14	12	15	14	13	19	18	15	28	17	13	21	40	28	23	21	26
Contig20371_1185	20	16	12	30	18	15	17	19	12	24	27	14	36	50	36	46	28	27
Contig20372_1587	13	19	18	12	16	14	18	14	22	12	0	16	26	14	22	24	19	21
Contig20372_1608	18	14	14	23	16	16	25	14	20	18	0	15	19	13	16	17	18	23
Contig20372_1869	19	13	15	14	13	11	15	18	18	21	12	16	25	27	22	21	13	16
Contig20372_1882	17	11	18	16	16	12	17	18	23	20	14	12	19	33	25	20	17	23
Contig20372_1921	24	16	24	28	24	15	14	27	36	34	11	25	37	43	30	39	32	31
Contig20372_1934	11	10	0	15	11	14	16	12	30	33	10	12	19	19	18	32	20	15
Contig20372_1961	28	23	32	32	13	26	28	29	35	47	30	34	44	44	51	41	42	41
Contig20372_1993	28	33	38	30	24	28	35	23	46	39	16	33	46	39	49	43	40	44
Contig20372_2010	25	32	35	32	25	30	30	36	44	39	11	31	41	41	41	46	41	40
Contig20372_2015	26	31	30	26	12	20	28	31	42	34	10	26	37	35	38	35	35	37
Contig20372_2046	25	11	10	26	20	12	13	13	22	30	0	10	12	33	32	25	16	13
Contig20372_2243	11	12	13	0	11	11	18	11	16	10	0	19	17	18	14	16	13	14
Contig20372_2249	12	12	13	11	12	10	17	11	15	12	0	22	17	21	13	14	11	16
Contig203981_397	13	12	13	10	13	0	11	10	18	30	33	13	31	43	38	36	26	24
Contig2041_731	15	12	13	11	13	18	15	12	15	14	37	12	16	30	16	26	22	16
Contig20430_11619	33	33	27	22	20	10	45	11	0	19	18	0	11	15	50	15	12	13
Contig20453_38092	63	50	47	53	40	55	39	64	43	71	37	51	75	71	73	53	64	61
Contig20453_38099	63	44	45	48	39	58	36	66	50	79	38	53	77	77	76	58	58	62
Contig20453_38107	51	35	28	29	18	39	19	48	32	65	23	38	64	63	54	44	41	50
Contig20453_38167	43	21	21	20	15	26	25	36	15	57	11	25	43	46	27	36	38	28
Contig20453_38196	36	24	12	26	13	24	33	31	14	50	0	24	47	49	53	32	49	32
Contig20453_38256	28	20	24	25	20	19	18	26	16	33	0	22	37	25	32	25	27	26
Contig20453_38279	18	13	20	13	13	16	14	18	0	31	0	23	21	21	32	15	35	26
Contig20453_41306	22	15	11	18	13	12	15	20	17	11	0	17	26	26	20	24	17	23
Contig20453_41315	16	12	10	15	13	13	14	19	16	11	0	14	19	21	18	18	15	18
Contig20462_5887	27	11	21	27	0	34	23	28	39	54	14	0	54	51	41	60	37	36
Contig204676_884	35	36	21	27	37	36	33	31	29	14	0	37	22	20	16	13	15	38
Contig204676_1113	40	32	35	32	53	49	27	26	35	20	13	33	20	18	13	14	21	37
Contig204683_1353	20	16	15	18	18	19	23	22	22	10	12	25	18	22	19	15	11	24
Contig204683_1359	21	16	15	20	17	19	21	21	22	10	16	24	20	26	18	13	13	24
Contig204683_1361	20	17	16	17	18	19	25	20	26	10	14	25	18	24	20	12	15	23
Contig20472_41732	14	13	12	14	14	0	16	16	11	25	27	15	19	41	46	37	13	15
Contig20472_41737	16	12	15	16	14	0	20	21	13	29	28	18	18	41	46	39	19	18
Contig20472_41757	16	14	14	16	20	10	25	21	18	27	19	19	21	34	28	34	24	17
Contig20472_41766	16	12	13	12	15	11	18	15	18	19	18	15	21	26	24	31	24	16
Contig20498_9505	16	13	13	13	11	13	13	15	22	26	0	16	17	25	20	17	20	15
Contig20498_9544	13	17	18	20	0	12	29	16	16	24	0	14	20	21	17	19	21	15
Contig20498_9558	17	18	19	23	11	14	32	14	22	29	13	27	37	39	18	21	19	30
Contig20498_9569	14	18	14	27	0	13	33	23	15	37	16	14	33	39	33	34	22	34
Contig20498_9608	27	25	22	21	21	11	19	24	22	33	14	20	37	22	23	37	27	24
Contig20498_9615	25	28	26	28	24	16	27	24	24	42	18	23	44	35	29	29	36	28
Contig20498_9630	17	20	19	21	20	0	19	17	27	28	19	19	24	28	24	26	29	21
Contig20498_10727	21	19	13	12	0	10	15	14	14	19	0	10	23	31	14	16	21	19
Contig20498_11949	16	13	16	15	10	12	15	12	11	22	31	17	23	27	27	27	19	19
Contig20498_11970	18	12	12	14	0	12	14	14	10	20	26	0	22	29	35	31	20	13
Contig20500_1414	18	22	17	16	18	18	17	17	22	19	10	22	18	16	20	24	22	17
Contig2051_12180	32	13	15	20	10	0	30	19	26	48	34	11	45	33	41	40	32	14
Contig2051_12192	34	16	27	25	13	0	27	20	11	41	38	13	47	36	43	35	32	17
Contig2051_12220	28	11	10	16	12	11	14	17	17	36	19	0	30	32	34	19	14	19
Contig2051_12236	15	13	14	11	13	12	16	16	16	21	18	13	16	34	25	32	16	10
Contig2051_12239	16	13	16	12	13	0	14	19	15	20	17	13	17	32	16	21	15	11
Contig2051_12244	12	12	15	12	12	0	12	14	13	17	12	12	15	19	15	20	13	11
Contig2051_12256	11	12	13	10	10	0	10	15	10	17	14	14	20	11	11	17	10	12
Contig205214_613	11	14	10	18	10	11	13	0	15	20	14	12	18	17	14	19	12	10
Contig205214_746	12	11	18	21	0	10	26	14	24	34	26	0	33	32	38	19	21	19
Contig205214_758	14	12	24	28	0	23	30	25	31	38	31	0	39	39	45	40	30	31
Contig205214_782	34	27	18	30	10	20	29	23	36	46	32	23	43	42	35	46	37	32
Contig205214_792	31	25	15	10	10	10	26	0	28	37	14	10	34	31	36	26	29	27
Contig205214_832	25	15	11	19	0	10	34	16	37	43	41	0	45	40	48	37	30	17
Contig205214_945	22	13	26	24	11	10	22	27	12	55	47	24	36	44	44	53	34	25
Contig205214_954	24	21	31	25	10	11	28	14	28	49	46	23	44	43	45	57	34	28
Contig205214_962	26	11	31	30	24	15	28	27	33	42	45	23	47	48	43	51	38	23
Contig205214_990	28	10	24	26	10	15	30	23	31	32	45	25	34	47	55	51	32	23
Contig205214_1004	24	10	13	25	0	14	32	11	25	26	40	25	35	41	48	43	14	28
Contig205214_1041	17	18	18	22	20	13	18	14	24	27	44	17	29	45	32	47	32	21
Contig205294_1678	23	22	26	28	11	0	27	24	32	31	29	28	44	44	37	36	23	39
Contig205294_1682	33	27	23	28	10	0	27	29	36	34	33	34	41	42	39	38	26	40
Contig205294_1688	37	27	29	28	13	0	25	26	39	37	35	35	51	48	45	42	26	45
Contig205294_1724	25	14	28	26	0	12	11	18	26	54	42	28	42	39	43	40	26	32
Contig205294_1727	27	16	27	24	0	11	11	20	16	54	42	24	45	39	42	43	27	32
Contig205294_1734	25	12	16	16	0	12	12	21	27	51	40	13	41	46	39	39	26	28
Contig205294_1751	23	16	12	11	0	10	14	14	28	39	47	13	43	40	37	39	24	37
Contig20569_20127	15	16	15	15	11	0	16	11	18	15	20	11	21	27	20	26	24	18
Contig20569_20148	15	13	16	14	13	0	14	12	15	17	19	0	20	21	24	27	19	12
Contig20569_28697	11	15	10	17	10	13	21	10	19	20	22	20	17	37	41	44	19	17
Contig20569_28885	17	11	12	19	18	0	16	28	37	45	53	18	28	46	57	51	36	16
Contig20569_28902	17	10	13	17	15	11	19	14	19	39	36	15	23	38	41	38	22	19
Contig20570_6918	20	12	19	19	15	12	22	18	17	34	26	12	25	26	29	31	24	22
Contig20570_7005	11	14	22	32	12	0	28	10	10	58	35	0	39	49	53	46	36	25
Contig20570_7028	21	11	13	29	16	0	21	23	26	48	44	14	40	46	54	51	37	13
Contig20570_7040	20	12	15	36	17	0	32	30	27	42	57	14	40	49	57	48	45	28
Contig20570_7055	22	11	12	29	10	0	29	27	26	48	56	14	39	54	56	54	46	33
Contig20570_7094	25	23	31	18	0	10	29	27	31	51	54	11	43	41	52	47	47	28
Contig20570_7141	12	13	14	16	11	0	13	19	18	31	41	0	36	41	28	46	20	14
Contig205741_9466	22	16	17	16	12	10	21	17	20	18	31	16	25	28	25	29	20	21
Contig205751_153	18	19	19	17	0	13	21	20	31	34	22	14	40	34	39	40	28	23
Contig205751_157	20	21	20	17	11	14	19	22	34	37	22	15	44	39	46	44	43	26
Contig205751_162	23	29	28	32	11	18	25	26	40	46	38	19	54	44	54	52	50	33
Contig205751_168	22	25	25	19	13	13	20	21	28	43	25	19	43	37	51	47	45	33
Contig205765_6283	11	12	13	15	12	15	14	13	11	14	16	12	13	15	14	21	10	15
Contig20581_23614	13	14	10	14	11	0	19	13	11	17	13	0	24	16	19	17	17	18
Contig20581_23631	19	17	14	15	17	10	19	16	20	20	12	16	24	28	26	20	18	22
Contig20581_23644	14	16	12	11	14	10	16	15	19	14	0	16	20	29	19	15	14	15
Contig20582_15091	20	16	14	14	13	12	13	15	32	23	11	13	25	41	39	38	18	23
Contig20582_15108	15	16	11	12	13	0	15	14	13	23	10	15	18	33	26	33	19	23
Contig20584_1513	14	15	13	15	15	10	15	15	15	0	20	11	30	22	24	20	16	12
Contig20584_1521	14	17	14	14	13	0	15	18	13	0	21	12	24	19	25	17	17	11
Contig20584_1533	11	17	11	12	11	0	14	18	12	0	24	14	23	22	23	19	17	15
Contig20584_1549	14	12	12	14	10	0	11	12	12	15	16	14	21	26	19	20	14	14
Contig20596_1335	12	17	13	10	13	11	20	14	13	19	22	0	23	31	29	33	19	15
Contig20596_1345	12	17	14	0	14	15	20	13	17	20	26	12	19	33	44	24	18	19
Contig20596_1371	15	0	21	10	15	11	14	15	13	10	27	12	34	34	32	23	16	14
Contig20596_1383	17	11	15	15	13	0	15	14	13	0	12	10	33	19	26	22	21	11
Contig205980_293	29	28	16	11	15	12	31	29	27	12	0	26	25	16	24	10	30	25
Contig205980_444	15	17	16	18	17	0	15	23	21	15	0	16	15	10	19	10	19	10
Contig205984_3499	14	15	16	10	12	10	15	16	15	13	16	12	16	17	18	16	16	15
Contig206_32911	33	11	37	29	0	14	35	35	43	59	58	34	50	57	57	69	54	34
Contig2061_12683	23	0	16	20	15	21	14	11	11	13	22	14	14	30	33	15	36	13
Contig2061_12707	21	11	27	21	16	18	16	11	21	20	10	18	25	31	37	26	37	21
Contig2061_12723	23	22	30	35	21	17	23	26	29	20	0	24	35	35	44	33	34	29
Contig20613_13757	17	12	18	11	11	0	13	11	25	14	10	0	35	34	34	35	13	15
Contig20613_13786	15	10	19	18	16	12	12	10	15	14	10	11	23	17	28	20	15	21
Contig206235_1001	21	13	17	20	14	0	16	17	11	18	32	12	17	31	30	24	25	15
Contig206235_1004	20	15	16	16	16	0	15	20	11	21	28	14	23	29	28	22	22	15
Contig206235_1016	19	10	24	19	17	11	18	21	10	23	29	14	21	38	31	35	24	18
Contig206235_1116	40	11	31	26	22	10	33	34	13	39	62	23	45	51	58	52	43	29
Contig206235_1210	19	10	14	22	15	11	28	27	14	40	33	13	34	36	46	33	16	29
Contig206241_675	13	11	14	15	0	10	16	11	17	19	0	13	23	32	20	17	16	14
Contig20625_70288	18	12	11	19	14	0	19	13	17	15	10	19	21	19	29	33	15	19
Contig20625_70297	17	15	14	21	16	0	17	16	22	19	11	18	23	35	33	24	15	18
Contig20625_70304	15	18	13	17	15	0	18	15	19	15	12	16	23	20	34	24	14	20
Contig20633_20158	25	12	25	23	24	0	27	14	27	26	0	27	27	29	30	29	12	28
Contig20633_20220	11	14	17	13	13	0	21	17	13	24	0	12	26	34	17	22	20	18
Contig20633_20736	10	14	0	24	10	10	11	13	24	10	30	10	24	18	36	43	24	11
Contig20633_20769	34	15	10	27	15	0	30	14	24	28	39	20	20	40	44	45	16	29
Contig206361_6374	27	10	23	22	0	23	25	14	27	23	39	18	31	36	37	41	23	17
Contig206518_276	11	14	11	12	15	0	13	13	15	15	0	19	17	13	10	14	13	15
Contig206518_278	12	14	12	12	13	0	12	12	15	16	0	18	18	14	11	15	13	15
Contig20655_14960	12	12	13	13	10	11	15	12	16	42	29	13	24	25	26	31	27	19
Contig20655_14965	10	13	13	14	0	11	18	16	15	30	30	12	22	29	25	32	27	18
Contig20655_14971	11	16	15	13	0	13	20	15	19	28	33	12	27	28	32	33	29	20
Contig20656_1172	12	11	28	12	12	0	40	27	23	35	37	17	44	44	59	52	33	19
Contig206689_1062	14	12	21	14	18	0	33	24	24	34	48	21	43	16	29	46	17	16
Contig2067_25202	12	0	15	15	13	11	13	16	20	19	12	0	26	21	21	17	22	17
Contig206777_1396	28	11	10	27	25	12	26	14	32	48	43	11	37	35	44	33	29	24
Contig206777_1439	18	14	14	19	14	10	17	28	17	29	39	14	35	37	39	35	36	23
Contig20681_2808	15	11	13	12	11	0	12	10	17	19	17	11	20	21	28	24	20	16
Contig20707_101	12	15	10	11	13	12	13	15	20	19	31	16	19	16	23	0	16	24
Contig20707_120	14	14	10	15	11	10	12	11	0	14	21	12	17	19	19	0	14	15
Contig20707_3718	13	11	13	28	11	11	29	12	16	27	37	27	37	44	44	48	33	14
Contig20707_3752	19	27	12	30	0	10	19	20	30	41	39	16	42	50	51	39	38	31
Contig20707_4431	12	10	12	11	11	0	14	11	10	12	0	10	24	18	18	16	10	20
Contig207248_1440	19	10	20	0	15	31	35	14	33	10	13	17	18	27	15	16	17	25
Contig2073_1175	13	14	13	20	15	11	16	18	12	31	45	12	38	45	36	46	35	26
Contig2073_1185	12	16	11	14	13	0	16	14	11	25	45	0	36	39	39	48	36	14
Contig2073_1214	12	10	20	23	12	0	12	25	14	41	48	10	37	32	44	53	29	15
Contig20734_3909	18	13	15	14	10	13	16	14	16	25	27	11	20	23	22	17	16	17
Contig20744_8087	0	12	12	13	10	14	10	15	15	26	12	11	23	14	14	21	10	15
Contig207519_11461	12	11	10	10	13	12	13	11	13	18	0	14	14	19	17	16	16	16
Contig207519_11473	12	14	15	13	15	14	18	11	15	18	13	17	19	22	18	22	25	21
Contig207563_998	24	0	16	10	11	10	15	14	17	26	46	14	32	41	29	29	28	28
Contig207563_1002	13	0	16	10	11	10	14	16	18	26	45	12	30	38	26	26	27	30
Contig20767_32579	10	12	10	10	11	10	17	13	13	16	0	15	15	15	20	11	16	15
Contig20767_32597	21	21	17	14	14	17	23	30	16	31	23	22	35	33	39	28	26	26
Contig20767_32639	31	28	32	10	17	24	33	13	11	41	24	30	33	35	44	35	32	25
Contig20767_32697	13	10	14	0	10	10	27	21	23	30	17	10	30	37	27	20	12	12
Contig20767_35044	24	14	16	12	17	10	12	22	17	17	29	15	23	24	30	38	26	22
Contig20767_35050	19	14	14	11	15	0	16	21	16	22	29	17	34	28	32	37	23	22
Contig20768_8704	11	11	16	12	11	14	13	10	19	37	15	12	28	26	22	18	19	14
Contig207682_294	16	12	11	12	0	11	13	14	13	29	13	0	26	16	38	39	35	17
Contig207682_300	14	16	11	13	0	12	15	14	14	28	16	12	31	21	40	39	33	19
Contig207682_313	13	15	11	17	10	0	25	23	15	24	30	14	41	21	36	41	30	20
Contig207682_337	24	15	18	15	13	0	29	17	26	30	13	0	38	36	43	29	21	10
Contig2077_2476	12	13	21	10	0	11	17	12	13	13	35	12	17	14	23	29	17	11
Contig20782_4880	24	11	25	0	15	32	31	41	36	36	27	28	49	56	0	40	24	49
Contig20782_4894	17	12	10	0	14	32	24	31	34	34	29	12	39	45	0	27	28	37
Contig20782_4966	13	14	13	0	16	17	10	22	26	51	25	21	28	30	0	33	17	28
Contig20782_5178	11	11	13	0	10	15	14	18	15	13	13	13	15	31	0	16	10	17
Contig20792_10926	14	14	11	20	17	11	0	15	19	20	10	16	16	20	19	13	19	17
Contig208063_3570	28	16	12	12	11	26	13	20	26	15	12	18	35	43	30	43	11	38
Contig2083_294	13	12	13	22	10	0	21	13	26	36	12	0	28	36	25	35	26	25
Contig20842_16365	21	26	12	29	11	0	12	29	29	0	12	26	41	42	40	38	22	30
Contig20842_16369	26	29	13	27	22	0	11	30	28	10	10	27	39	47	40	42	23	28
Contig20842_16388	11	21	21	24	10	0	11	22	13	23	0	22	28	34	29	24	15	26
Contig20842_16412	13	23	11	26	10	10	33	22	29	14	0	32	31	41	30	34	27	25
Contig20843_635	16	10	18	11	13	11	14	15	16	18	23	14	19	15	26	22	17	12
Contig20843_642	13	11	18	13	13	11	13	13	12	16	24	12	18	16	22	17	11	10
Contig20843_649	13	15	17	13	13	13	19	17	12	18	27	13	21	22	23	18	12	10
Contig20843_656	12	12	16	16	12	10	20	17	0	17	24	12	14	20	18	20	13	12
Contig20863_15369	15	14	13	12	10	0	13	13	15	20	15	13	16	14	23	18	18	17
Contig20863_15382	13	13	14	15	11	0	13	13	13	15	16	13	19	15	31	14	18	15
Contig20863_15406	17	12	13	18	15	11	16	18	14	13	16	0	35	31	23	25	17	12
Contig20863_25529	18	14	20	21	16	13	16	16	16	14	11	16	17	28	19	30	14	16
Contig20866_1940	14	17	15	14	13	0	17	19	11	11	0	15	28	21	19	17	11	22
Contig20866_12521	13	0	30	15	11	12	15	15	14	27	38	15	24	33	38	20	29	12
Contig20866_12529	14	0	29	14	12	11	17	12	14	27	43	13	26	38	37	22	30	17
Contig20866_13333	27	11	24	33	0	12	30	26	34	24	56	0	49	46	56	62	40	30
Contig20866_13504	17	12	21	13	11	0	21	28	19	46	57	0	34	46	48	51	40	15
