id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0
Contig158_19171	18	2.213e-01	-6.498e-01	9.765e-01	5.057e-01	8.885e-01	1.145e-01	1.168e+01	1.365e+01	3.742e+00	1.228e+00
Contig158_19177	18	2.542e-01	-2.603e-01	1.568e+00	8.682e-01	7.873e-01	2.332e-01	1.078e+01	1.689e+01	3.767e+00	1.340e+00
Contig158_19250	18	2.750e-01	3.071e-01	1.352e+00	8.203e-01	5.322e-01	2.561e-01	5.210e+00	5.458e+00	4.271e+00	1.372e+00
Contig158_19401	18	3.178e-01	-3.891e-02	7.566e-01	9.590e-01	3.908e-01	2.131e-01	2.892e+00	2.870e+00	3.004e+00	1.019e+00
Contig158_19456	18	3.955e-01	6.334e-01	5.872e-01	2.807e-01	6.184e-01	2.937e-01	1.816e+00	4.840e+00	2.259e+00	8.674e-01
Contig158_19467	18	2.962e-01	2.712e-01	1.040e+00	7.942e-01	6.812e-01	2.755e-01	7.092e+00	1.306e+01	2.878e+00	1.262e+00
Contig158_25675	18	2.005e-01	-1.563e-01	9.395e-01	8.678e-01	7.399e-01	2.081e-01	1.249e+01	1.883e+01	3.771e+00	1.256e+00
Contig158_29832	18	2.988e-01	2.124e-01	7.955e-01	7.894e-01	5.459e-01	2.553e-01	2.774e+00	4.638e+00	2.992e+00	1.044e+00
Contig158_31777	18	2.682e-01	-7.311e-01	1.195e+00	5.407e-01	7.227e-01	2.236e-01	7.922e+00	1.277e+01	3.692e+00	1.319e+00
Contig158_33816	18	2.486e-01	-3.834e-01	9.348e-01	6.817e-01	7.723e-01	2.539e-01	9.638e+00	1.640e+01	3.685e+00	1.257e+00
Contig158_33822	18	2.431e-01	-8.865e-01	8.427e-01	2.928e-01	8.474e-01	1.400e-01	1.053e+01	1.721e+01	3.510e+00	1.155e+00
Contig158_33888	18	3.200e-01	-9.204e-01	1.187e+00	4.380e-01	3.668e-01	2.029e-01	4.768e+00	4.996e+00	4.806e+00	1.487e+00
Contig158_35531	18	2.003e-01	-4.824e-01	1.104e+00	6.620e-01	9.041e-01	9.731e-02	2.110e+01	2.163e+01	3.827e+00	1.399e+00
Contig15808_107	18	3.506e-01	-7.058e-01	5.754e-01	2.199e-01	7.664e-01	2.459e-01	3.624e+00	7.753e+00	2.859e+00	8.300e-01
Contig15808_808	18	3.012e-01	-2.257e-01	9.287e-01	8.080e-01	3.966e-01	2.077e-01	4.219e+00	5.501e+00	2.343e+00	1.119e+00
Contig158173_635	18	2.030e-01	-4.028e-01	1.363e+00	7.677e-01	6.692e-01	1.994e-01	3.068e+01	3.726e+01	3.600e+00	1.916e+00
Contig158173_646	18	2.925e-01	3.961e-01	7.849e-01	6.138e-01	5.218e-01	2.474e-01	3.263e+00	4.370e+00	3.253e+00	1.041e+00
Contig158173_658	18	2.083e-01	7.777e-01	1.776e+00	6.615e-01	8.838e-01	7.635e-02	2.883e+01	2.696e+01	4.512e+00	1.581e+00
Contig1583_19574	18	2.504e-01	-9.646e-01	1.109e+00	3.845e-01	8.625e-01	1.353e-01	1.248e+01	1.943e+01	4.509e+00	1.358e+00
Contig1583_19599	18	3.083e-01	9.803e-02	9.145e-01	9.146e-01	5.299e-01	3.053e-01	5.533e+00	1.208e+01	3.414e+00	1.068e+00
Contig1583_19640	18	3.227e-01	-1.939e-01	6.924e-01	7.795e-01	7.050e-01	2.771e-01	3.738e+00	6.975e+00	3.371e+00	1.066e+00
Contig1583_19685	18	2.969e-01	7.347e-01	6.992e-01	2.934e-01	7.157e-01	2.285e-01	4.034e+00	7.774e+00	1.750e+00	9.435e-01
Contig1583_20268	18	2.531e-01	7.282e-02	8.856e-01	9.345e-01	8.255e-01	1.723e-01	1.153e+01	2.020e+01	3.363e+00	1.120e+00
Contig15835_14278	18	1.945e-01	-7.993e-01	1.550e+00	6.060e-01	7.268e-01	2.029e-01	2.515e+01	2.829e+01	5.727e+00	1.648e+00
Contig158671_1681	18	2.047e-01	1.829e+00	1.482e+00	2.173e-01	9.049e-01	8.445e-02	2.128e+01	2.417e+01	2.653e+00	1.482e+00
Contig158671_1735	18	2.292e-01	-8.882e-01	1.282e+00	4.883e-01	7.650e-01	1.922e-01	1.248e+01	1.740e+01	4.034e+00	1.365e+00
Contig158671_1741	18	3.248e-01	2.766e-01	7.625e-01	7.168e-01	5.132e-01	3.272e-01	4.535e+00	1.042e+01	3.656e+00	1.010e+00
Contig158671_1751	18	1.325e-01	4.378e+00	3.762e+00	2.445e-01	6.641e-01	8.968e-02	4.576e+01	2.559e+01	9.908e-01	2.032e+00
Contig158687_12111	18	3.138e-01	7.128e-01	4.987e-01	1.529e-01	7.205e-01	2.202e-01	2.388e+00	5.465e+00	3.298e-01	7.189e-01
Contig158725_249	18	3.156e-01	-2.364e+00	1.341e+00	7.786e-02	3.681e-01	2.267e-01	4.313e+00	4.838e+00	5.170e+00	1.463e+00
Contig15885_3001	18	3.114e-01	-4.875e-01	8.885e-01	5.833e-01	7.276e-01	2.450e-01	4.793e+00	7.708e+00	3.464e+00	1.175e+00
Contig15885_3082	18	2.363e-01	5.195e-01	1.111e+00	6.401e-01	7.939e-01	2.324e-01	1.797e+01	2.741e+01	3.625e+00	1.289e+00
Contig15885_3108	18	2.680e-01	6.129e-01	9.365e-01	5.129e-01	4.574e-01	2.006e-01	4.390e+00	3.661e+00	2.412e+00	1.144e+00
Contig15885_3137	18	1.800e-01	5.027e-01	1.217e+00	6.795e-01	5.567e-01	1.432e-01	1.248e+01	1.176e+01	1.133e-01	1.361e+00
Contig15902_676	18	4.025e-01	4.076e-04	5.031e-01	9.994e-01	5.591e-01	2.856e-01	1.994e+00	5.228e+00	1.068e+00	7.387e-01
Contig15902_757	18	2.994e-01	-4.785e-01	1.254e+00	7.028e-01	5.963e-01	2.939e-01	7.257e+00	1.267e+01	3.648e+00	1.591e+00
Contig15902_795	18	2.577e-01	-6.194e-01	8.792e-01	4.811e-01	8.075e-01	1.847e-01	9.798e+00	1.377e+01	3.910e+00	1.198e+00
Contig15902_805	18	2.718e-01	-5.765e-01	9.502e-01	5.441e-01	7.238e-01	2.251e-01	9.790e+00	1.602e+01	4.124e+00	1.291e+00
Contig15905_197	18	3.235e-01	-3.338e-01	7.524e-01	6.573e-01	7.517e-01	2.390e-01	5.040e+00	1.157e+01	3.621e+00	1.108e+00
Contig15905_279	18	2.879e-01	5.012e-02	1.556e+00	9.743e-01	3.912e-01	2.089e-01	7.385e+00	7.551e+00	5.001e+00	1.398e+00
Contig15905_290	18	3.255e-01	5.601e-01	8.050e-01	4.866e-01	6.532e-01	2.720e-01	4.273e+00	1.150e+01	3.310e+00	1.176e+00
Contig15905_306	18	2.377e-01	4.408e-01	1.248e+00	7.239e-01	5.709e-01	2.224e-01	7.582e+00	9.679e+00	3.334e+00	1.444e+00
Contig15906_16872	18	4.017e-01	3.558e-01	5.021e-01	4.786e-01	7.173e-01	2.587e-01	2.072e+00	5.648e+00	1.559e+00	7.188e-01
Contig15911_17996	18	2.590e-01	-9.305e-01	1.138e+00	4.137e-01	4.740e-01	2.249e-01	6.460e+00	6.839e+00	4.522e+00	1.367e+00
Contig15911_18683	18	3.527e-01	1.042e-01	5.184e-01	8.407e-01	7.144e-01	2.438e-01	2.249e+00	5.781e+00	2.250e+00	7.887e-01
Contig15921_15332	18	3.366e-01	-8.051e-01	7.666e-01	2.936e-01	6.320e-01	2.947e-01	3.219e+00	6.804e+00	4.525e+00	1.041e+00
Contig15921_20513	18	3.422e-01	1.050e+00	8.214e-01	2.013e-01	2.721e-01	1.578e-01	2.827e+00	2.108e+00	1.598e+00	9.960e-01
Contig15921_21211	18	2.703e-01	-5.713e-01	9.214e-01	5.352e-01	7.531e-01	1.988e-01	5.589e+00	7.739e+00	3.880e+00	1.181e+00
Contig15921_21217	18	3.328e-01	6.562e-01	7.378e-01	3.738e-01	4.593e-01	2.626e-01	2.008e+00	3.154e+00	2.721e+00	9.642e-01
Contig15921_21245	18	1.987e-01	9.601e-02	1.162e+00	9.342e-01	8.335e-01	1.397e-01	2.602e+01	2.710e+01	3.726e+00	1.460e+00
Contig15921_31543	18	2.837e-01	-6.510e-01	8.019e-01	4.169e-01	4.570e-01	2.325e-01	3.725e+00	4.029e+00	2.668e+00	1.045e+00
Contig15921_32041	18	2.411e-01	6.599e-01	9.778e-01	4.997e-01	7.156e-01	2.460e-01	6.446e+00	1.286e+01	3.611e+00	1.237e+00
Contig15926_3606	18	2.886e-01	5.891e-01	6.090e-01	3.334e-01	6.238e-01	2.932e-01	4.686e+00	1.132e+01	8.928e-01	8.685e-01
Contig15926_3664	18	2.294e-01	3.369e-01	9.983e-01	7.358e-01	7.073e-01	2.214e-01	6.665e+00	8.051e+00	3.017e+00	1.186e+00
Contig15928_1989	18	2.833e-01	-1.531e+00	1.509e+00	3.103e-01	3.891e-01	2.174e-01	1.366e+01	1.128e+01	4.173e+00	1.626e+00
Contig159621_731	18	2.166e-01	2.452e+00	1.692e+00	1.474e-01	7.422e-01	2.287e-01	1.836e+01	2.029e+01	3.151e+00	1.508e+00
Contig159621_803	18	3.073e-01	-2.628e-02	7.526e-01	9.721e-01	6.717e-01	2.862e-01	7.487e+00	1.457e+01	2.293e+00	1.015e+00
Contig15963_10614	18	2.952e-01	-7.076e-01	1.381e+00	6.085e-01	3.890e-01	1.669e-01	9.617e+00	6.353e+00	1.385e+00	1.410e+00
Contig15966_5345	18	3.874e-01	2.292e-01	4.651e-01	6.221e-01	6.600e-01	2.816e-01	2.020e+00	4.834e+00	1.454e+00	7.217e-01
Contig15977_17562	18	3.003e-01	3.148e-01	9.679e-01	7.450e-01	5.227e-01	2.640e-01	7.659e+00	1.141e+01	3.361e+00	1.338e+00
Contig15977_17572	18	2.884e-01	5.235e-01	7.711e-01	4.972e-01	7.345e-01	2.408e-01	6.878e+00	1.364e+01	3.141e+00	1.074e+00
Contig15977_17578	18	3.215e-01	-9.067e-01	7.102e-01	2.017e-01	7.503e-01	2.123e-01	3.375e+00	8.148e+00	3.731e+00	9.900e-01
Contig15977_17632	18	2.655e-01	2.117e-01	1.276e+00	8.682e-01	6.223e-01	2.801e-01	1.255e+01	1.577e+01	3.537e+00	1.353e+00
Contig15977_17693	18	2.806e-01	2.779e-01	9.400e-01	7.675e-01	6.943e-01	2.464e-01	6.395e+00	1.380e+01	3.715e+00	1.207e+00
Contig15977_17703	18	2.955e-01	3.273e-01	7.769e-01	6.736e-01	7.578e-01	2.377e-01	5.072e+00	9.358e+00	3.217e+00	1.023e+00
Contig15977_17717	18	3.516e-01	2.972e-01	6.722e-01	6.584e-01	7.191e-01	2.570e-01	3.191e+00	8.285e+00	2.613e+00	9.239e-01
Contig15977_31770	18	2.887e-01	2.435e-02	6.335e-01	9.693e-01	5.904e-01	2.871e-01	3.914e+00	8.063e+00	2.696e+00	9.312e-01
Contig15977_31776	18	2.619e-01	-3.876e-02	7.885e-01	9.608e-01	6.817e-01	2.353e-01	4.587e+00	8.198e+00	2.988e+00	1.106e+00
Contig15979_3029	18	3.395e-01	5.592e-01	6.926e-01	4.194e-01	6.204e-01	2.718e-01	2.664e+00	4.646e+00	2.418e+00	1.003e+00
Contig15979_6145	18	3.057e-01	1.382e-01	8.720e-01	8.740e-01	7.602e-01	2.144e-01	3.994e+00	8.821e+00	3.270e+00	1.104e+00
Contig15979_6160	18	2.970e-01	3.162e-01	8.770e-01	7.184e-01	6.416e-01	2.856e-01	4.748e+00	8.472e+00	3.632e+00	1.070e+00
Contig15981_4827	18	3.048e-01	4.385e-01	9.128e-01	6.310e-01	5.484e-01	2.891e-01	3.707e+00	4.792e+00	4.000e+00	1.237e+00
Contig15981_4842	18	3.115e-01	1.947e-01	7.460e-01	7.941e-01	8.057e-01	2.335e-01	8.897e+00	1.876e+01	3.470e+00	1.072e+00
Contig15981_6392	18	2.671e-01	1.491e-01	6.002e-01	8.038e-01	7.849e-01	2.310e-01	3.761e+00	5.798e+00	2.909e+00	8.893e-01
Contig15981_6417	18	1.953e-01	1.757e-01	1.197e+00	8.833e-01	8.265e-01	1.017e-01	2.470e+01	2.316e+01	2.899e+00	1.446e+00
Contig159919_80	18	3.037e-01	-8.305e-01	1.074e+00	4.392e-01	3.550e-01	1.766e-01	4.989e+00	3.516e+00	2.851e+00	1.203e+00
Contig159967_178	18	2.466e-01	5.716e-01	1.324e+00	6.658e-01	7.784e-01	2.043e-01	1.103e+01	1.539e+01	3.082e+00	1.327e+00
Contig15998_15291	18	3.327e-01	7.676e-02	6.407e-01	9.046e-01	6.626e-01	2.607e-01	3.416e+00	8.302e+00	2.491e+00	9.049e-01
Contig15998_15384	18	2.115e-01	-7.446e-01	9.565e-01	4.363e-01	5.841e-01	1.994e-01	6.274e+00	6.049e+00	3.322e+00	1.194e+00
Contig16_33038	18	2.856e-01	5.252e-01	8.711e-01	5.465e-01	7.668e-01	2.135e-01	8.335e+00	1.495e+01	1.729e+00	1.127e+00
Contig160_51280	18	3.384e-01	2.357e-02	5.570e-01	9.663e-01	4.074e-01	2.275e-01	1.357e+00	1.482e+00	6.652e-01	7.780e-01
Contig16020_23875	18	2.916e-01	1.958e-01	7.011e-01	7.801e-01	8.431e-01	1.870e-01	3.391e+00	5.360e+00	2.139e+00	9.413e-01
Contig16020_23880	18	2.904e-01	1.150e+00	7.348e-01	1.175e-01	7.180e-01	2.246e-01	4.331e+00	7.476e+00	1.491e+00	1.009e+00
Contig16020_23897	18	2.995e-01	-1.128e+00	8.346e-01	1.766e-01	7.138e-01	2.381e-01	4.088e+00	7.706e+00	4.970e+00	1.069e+00
Contig16020_24098	18	2.571e-01	-4.965e-01	8.498e-01	5.591e-01	7.411e-01	2.108e-01	8.303e+00	1.542e+01	3.097e+00	1.121e+00
Contig16020_24104	18	2.599e-01	8.788e-01	1.294e+00	4.969e-01	6.260e-01	3.269e-01	1.449e+01	2.023e+01	2.729e+00	1.619e+00
Contig16020_24152	18	3.455e-01	-1.989e-01	5.658e-01	7.252e-01	6.856e-01	2.658e-01	2.210e+00	6.027e+00	3.101e+00	8.373e-01
Contig16020_24161	18	2.675e-01	3.606e-02	9.259e-01	9.689e-01	7.842e-01	2.138e-01	6.447e+00	9.183e+00	3.529e+00	1.172e+00
Contig16020_24181	18	2.399e-01	-1.274e-01	8.785e-01	8.847e-01	7.939e-01	2.068e-01	1.141e+01	1.945e+01	3.083e+00	1.142e+00
Contig16020_24204	18	3.252e-01	-3.279e-01	7.025e-01	6.406e-01	7.457e-01	2.247e-01	4.388e+00	7.624e+00	3.399e+00	1.034e+00
Contig16020_24830	18	2.428e-01	-1.559e+00	1.564e+00	3.188e-01	5.592e-01	2.305e-01	9.218e+00	1.334e+01	5.058e+00	1.344e+00
Contig16020_24849	18	2.477e-01	3.857e-01	9.673e-01	6.901e-01	7.623e-01	1.971e-01	1.131e+01	1.758e+01	2.691e+00	1.258e+00
Contig16020_24853	18	2.018e-01	1.399e+00	1.417e+00	3.234e-01	7.338e-01	2.020e-01	1.432e+01	1.739e+01	3.166e+00	1.501e+00
Contig16020_25030	18	3.148e-01	3.418e-01	6.569e-01	6.028e-01	7.095e-01	2.752e-01	3.829e+00	7.923e+00	2.572e+00	9.534e-01
Contig16025_9343	18	3.561e-01	-7.483e-02	6.501e-01	9.084e-01	7.106e-01	2.571e-01	2.915e+00	6.333e+00	2.758e+00	9.593e-01
Contig160335_654	18	3.127e-01	2.990e-01	1.181e+00	8.002e-01	3.610e-01	2.070e-01	5.825e+00	5.721e+00	3.635e+00	1.392e+00
Contig160335_690	18	2.645e-01	-2.066e-01	7.620e-01	7.863e-01	6.984e-01	2.610e-01	6.799e+00	1.472e+01	3.863e+00	1.144e+00
Contig160335_822	18	3.021e-01	-1.239e+00	9.261e-01	1.808e-01	6.735e-01	2.752e-01	3.832e+00	7.279e+00	4.830e+00	1.197e+00
Contig16043_1273	18	2.945e-01	-6.628e-01	8.534e-01	4.373e-01	4.784e-01	2.439e-01	3.508e+00	4.533e+00	4.094e+00	1.157e+00
Contig160508_2840	18	2.805e-01	3.018e-01	7.382e-01	6.827e-01	6.400e-01	2.665e-01	5.495e+00	1.139e+01	2.347e+00	1.030e+00
Contig160516_3063	18	3.597e-01	1.631e-02	5.324e-01	9.756e-01	5.356e-01	2.557e-01	1.382e+00	3.084e+00	7.814e-01	7.408e-01
Contig16052_7264	18	1.947e-01	4.334e-01	8.574e-01	6.132e-01	7.723e-01	1.827e-01	8.933e+00	1.157e+01	2.898e+00	1.115e+00
Contig16052_7269	18	3.349e-01	-7.472e-02	6.467e-01	9.080e-01	3.520e-01	2.171e-01	1.545e+00	1.664e+00	2.716e+00	9.066e-01
Contig16052_7279	18	2.394e-01	-4.129e-02	9.146e-01	9.640e-01	4.827e-01	2.134e-01	6.941e+00	7.823e+00	2.991e+00	1.153e+00
Contig16052_7443	18	2.094e-01	1.636e-01	8.684e-01	8.506e-01	6.096e-01	2.007e-01	4.524e+00	5.478e+00	2.678e+00	1.082e+00
Contig16052_7458	18	3.160e-01	2.448e-01	6.378e-01	7.011e-01	7.327e-01	2.467e-01	3.149e+00	6.516e+00	2.522e+00	8.778e-01
Contig16052_7469	18	1.955e-01	9.120e-01	1.162e+00	4.323e-01	8.891e-01	8.694e-02	2.543e+01	2.660e+01	3.453e+00	1.465e+00
Contig16052_7471	18	2.164e-01	-6.024e-01	1.142e+00	5.980e-01	6.787e-01	2.271e-01	9.169e+00	1.468e+01	3.815e+00	1.412e+00
Contig16061_146	18	2.635e-01	-1.612e-01	7.474e-01	8.293e-01	6.686e-01	2.191e-01	4.430e+00	6.942e+00	2.477e+00	1.028e+00
Contig16061_584	18	2.678e-01	-4.301e-01	8.882e-01	6.282e-01	6.832e-01	2.757e-01	5.653e+00	9.577e+00	2.906e+00	1.159e+00
Contig16061_592	18	2.738e-01	-7.699e-02	9.281e-01	9.339e-01	6.953e-01	2.678e-01	8.465e+00	1.426e+01	2.730e+00	1.175e+00
Contig16063_8618	18	3.088e-01	8.291e-01	8.915e-01	3.524e-01	6.698e-01	2.616e-01	4.108e+00	7.597e+00	2.745e+00	1.136e+00
Contig16063_8644	18	3.028e-01	-1.691e+00	9.558e-01	7.693e-02	6.564e-01	2.790e-01	5.327e+00	1.019e+01	4.742e+00	1.284e+00
Contig16063_8652	18	3.037e-01	5.442e-01	7.996e-01	4.961e-01	5.641e-01	2.946e-01	4.177e+00	8.064e+00	3.099e+00	1.138e+00
Contig16063_8662	18	2.998e-01	5.896e-01	7.901e-01	4.555e-01	5.484e-01	2.944e-01	4.335e+00	6.986e+00	2.319e+00	1.041e+00
Contig16063_8680	18	2.886e-01	-1.262e+00	9.754e-01	1.959e-01	7.939e-01	2.104e-01	7.117e+00	1.325e+01	4.567e+00	1.339e+00
Contig16063_8683	18	2.255e-01	-1.272e+00	1.282e+00	3.211e-01	8.037e-01	1.505e-01	2.600e+01	3.245e+01	4.822e+00	1.603e+00
Contig16063_8703	18	3.462e-01	3.279e-01	5.775e-01	5.701e-01	6.713e-01	2.987e-01	3.678e+00	9.542e+00	2.277e+00	8.339e-01
Contig16064_3211	18	3.787e-01	2.242e-01	6.423e-01	7.270e-01	6.632e-01	2.760e-01	1.297e+00	2.774e+00	2.959e+00	8.193e-01
Contig1608_20410	18	2.538e-01	3.642e-01	7.874e-01	6.437e-01	7.926e-01	1.672e-01	5.568e+00	6.729e+00	9.302e-01	1.058e+00
Contig1608_20452	18	2.181e-01	-8.245e-01	1.003e+00	4.109e-01	8.073e-01	1.976e-01	2.579e+01	2.885e+01	2.819e+00	1.320e+00
Contig1608_20553	18	3.113e-01	-6.430e-01	6.888e-01	3.506e-01	7.331e-01	2.641e-01	3.579e+00	7.037e+00	3.200e+00	9.460e-01
Contig1608_20571	18	2.843e-01	-4.631e-01	7.356e-01	5.290e-01	7.947e-01	2.032e-01	5.685e+00	1.037e+01	3.129e+00	1.061e+00
Contig1608_20608	18	1.794e-01	7.594e-01	2.082e+00	7.153e-01	8.257e-01	9.474e-02	3.674e+01	2.767e+01	2.948e+00	1.738e+00
Contig1608_20719	18	2.907e-01	3.877e-01	9.323e-01	6.775e-01	7.409e-01	2.399e-01	5.877e+00	1.079e+01	2.762e+00	1.141e+00
Contig160824_3138	18	3.370e-01	-9.090e-01	9.355e-01	3.312e-01	7.846e-01	2.171e-01	5.061e+00	9.989e+00	3.640e+00	1.163e+00
Contig160824_3155	18	4.077e-01	-5.680e-02	4.128e-01	8.905e-01	5.989e-01	2.727e-01	9.807e-01	1.892e+00	1.652e+00	6.074e-01
Contig160824_5632	18	3.391e-01	-2.835e-01	6.809e-01	6.771e-01	8.194e-01	1.838e-01	3.437e+00	5.709e+00	2.306e+00	8.940e-01
Contig160824_6021	18	3.914e-01	6.003e-01	4.801e-01	2.112e-01	5.560e-01	2.684e-01	1.066e+00	1.816e+00	1.005e+00	6.782e-01
Contig160834_316	18	2.589e-01	1.444e+00	1.018e+00	1.564e-01	7.444e-01	1.984e-01	1.164e+01	1.876e+01	6.320e-01	1.247e+00
Contig160834_328	18	3.232e-01	8.645e-01	6.931e-01	2.123e-01	3.514e-01	1.934e-01	2.066e+00	2.315e+00	-3.026e+00	9.512e-01
Contig160870_1640	18	2.343e-01	-2.662e-01	8.885e-01	7.645e-01	8.616e-01	1.361e-01	1.037e+01	1.490e+01	2.706e+00	1.229e+00
Contig160870_1672	18	2.153e-01	1.568e+00	1.258e+00	2.125e-01	8.810e-01	1.416e-01	1.749e+01	1.987e+01	1.780e+00	1.375e+00
Contig160870_1686	18	3.015e-01	1.700e-01	6.339e-01	7.885e-01	4.097e-01	2.154e-01	2.712e+00	4.833e+00	1.594e+00	8.839e-01
Contig16103_36875	18	2.596e-01	-2.610e-01	1.025e+00	7.989e-01	8.289e-01	1.869e-01	1.070e+01	1.614e+01	3.256e+00	1.219e+00
Contig161100_2963	18	3.528e-01	-1.275e+00	2.467e+00	6.055e-01	2.541e-01	1.493e-01	2.546e+01	1.822e+01	4.620e-01	1.869e+00
Contig161100_3041	18	3.198e-01	-9.654e-02	6.797e-01	8.871e-01	6.975e-01	2.825e-01	5.286e+00	1.161e+01	2.775e+00	9.234e-01
Contig161100_3047	18	2.953e-01	-1.571e-01	7.596e-01	8.362e-01	4.992e-01	2.691e-01	3.354e+00	6.105e+00	3.491e+00	1.017e+00
Contig161100_3054	18	1.981e-01	-7.446e-01	1.017e+00	4.640e-01	9.218e-01	1.404e-01	2.935e+01	2.992e+01	4.201e+00	1.446e+00
Contig161100_3099	18	3.149e-01	-5.986e-01	9.198e-01	5.151e-01	3.677e-01	1.915e-01	4.906e+00	5.410e+00	2.791e+00	1.141e+00
Contig161100_3126	18	2.819e-01	2.688e-01	6.712e-01	6.888e-01	5.709e-01	2.387e-01	2.988e+00	4.121e+00	1.874e+00	9.326e-01
Contig161100_3147	18	3.149e-01	1.976e-01	7.020e-01	7.784e-01	5.945e-01	3.134e-01	3.828e+00	6.723e+00	2.620e+00	9.256e-01
Contig161100_3152	18	2.651e-01	1.075e+00	2.554e+00	6.739e-01	5.045e-01	2.601e-01	1.758e+01	1.662e+01	5.239e+00	1.815e+00
Contig161100_3154	18	2.268e-01	-2.631e+00	2.566e+00	3.051e-01	7.555e-01	2.491e-01	1.979e+01	2.155e+01	5.001e+00	1.653e+00
Contig161100_3279	18	2.681e-01	1.800e-02	1.024e+00	9.860e-01	4.500e-01	1.947e-01	6.180e+00	7.028e+00	1.308e+00	1.229e+00
Contig161100_3372	18	3.422e-01	-3.089e-01	6.618e-01	6.407e-01	6.683e-01	2.889e-01	4.081e+00	9.924e+00	2.635e+00	9.508e-01
Contig161100_3384	18	3.445e-01	-3.877e-01	6.286e-01	5.374e-01	5.612e-01	2.870e-01	1.757e+00	4.104e+00	3.504e+00	8.878e-01
Contig161100_3446	18	2.955e-01	-1.801e-01	7.708e-01	8.153e-01	8.098e-01	2.220e-01	8.640e+00	1.767e+01	2.859e+00	1.011e+00
Contig161100_3449	18	1.785e-01	-3.778e-01	2.049e+00	8.537e-01	8.217e-01	9.941e-02	3.244e+01	2.515e+01	3.093e+00	1.975e+00
Contig161100_3552	18	2.969e-01	2.726e-01	7.918e-01	7.306e-01	7.279e-01	2.660e-01	5.121e+00	7.369e+00	2.230e+00	1.019e+00
Contig16111_2673	18	2.924e-01	1.742e+00	1.563e+00	2.649e-01	3.849e-01	1.813e-01	1.605e+01	1.375e+01	2.480e+00	1.622e+00
Contig16111_2731	18	2.824e-01	-9.684e-01	1.227e+00	4.299e-01	4.141e-01	1.681e-01	6.900e+00	4.712e+00	4.079e+00	1.312e+00
Contig16111_2739	18	2.485e-01	-1.014e+00	1.091e+00	3.526e-01	5.992e-01	2.809e-01	7.244e+00	1.303e+01	4.470e+00	1.298e+00
Contig16111_2754	18	2.948e-01	-4.064e-01	1.376e+00	7.677e-01	3.940e-01	1.933e-01	7.079e+00	5.945e+00	4.844e+00	1.411e+00
Contig16121_8835	18	2.910e-01	6.271e-01	9.582e-01	5.128e-01	5.265e-01	2.828e-01	5.661e+00	8.797e+00	2.514e+00	1.220e+00
Contig16121_10550	18	3.488e-01	9.160e-02	6.922e-01	8.947e-01	6.992e-01	2.596e-01	3.681e+00	9.033e+00	2.476e+00	9.967e-01
Contig161308_226	18	2.692e-01	-9.884e-01	9.829e-01	3.146e-01	6.327e-01	2.916e-01	1.032e+01	1.814e+01	4.628e+00	1.311e+00
Contig16131_23566	18	4.162e-01	4.280e-01	6.401e-01	5.038e-01	6.953e-01	2.748e-01	1.876e+00	4.983e+00	1.707e+00	8.528e-01
Contig16131_23574	18	2.808e-01	5.470e-02	1.968e+00	9.778e-01	5.539e-01	2.940e-01	1.435e+01	1.907e+01	-6.677e+00	1.587e+00
Contig16131_23582	18	3.054e-01	3.355e-01	9.575e-01	7.260e-01	6.175e-01	2.643e-01	4.567e+00	8.501e+00	3.033e+00	1.124e+00
Contig16132_18937	18	4.171e-01	-2.776e-01	4.633e-01	5.491e-01	6.359e-01	2.894e-01	1.543e+00	3.607e+00	1.626e+00	6.583e-01
Contig16132_18945	18	4.699e-01	3.012e-01	4.728e-01	5.241e-01	6.891e-01	2.771e-01	1.090e+00	3.173e+00	9.330e-01	6.899e-01
Contig16154_224	18	3.121e-01	-4.135e-01	7.783e-01	5.952e-01	7.859e-01	2.445e-01	4.379e+00	9.006e+00	3.235e+00	1.027e+00
Contig16154_239	18	2.408e-01	1.068e-01	1.211e+00	9.297e-01	7.050e-01	3.057e-01	2.216e+01	2.693e+01	3.803e+00	1.578e+00
Contig1617_20222	18	2.870e-01	8.950e-01	9.990e-01	3.703e-01	7.602e-01	2.097e-01	8.986e+00	1.367e+01	2.087e+00	1.246e+00
Contig161765_3364	18	3.577e-01	2.751e-01	5.572e-01	6.215e-01	6.816e-01	2.744e-01	2.637e+00	5.968e+00	1.929e+00	7.894e-01
Contig161765_3369	18	2.683e-01	2.876e-01	5.821e-01	6.213e-01	4.818e-01	2.028e-01	1.721e+00	1.884e+00	1.200e+00	8.220e-01
Contig161765_3382	18	3.151e-01	5.602e-01	6.313e-01	3.749e-01	4.428e-01	2.460e-01	2.045e+00	6.119e+00	1.473e+00	8.310e-01
Contig161765_3403	18	2.695e-01	2.835e-01	6.299e-01	6.526e-01	7.164e-01	2.082e-01	3.491e+00	5.377e+00	1.807e+00	9.159e-01
Contig161765_3438	18	3.159e-01	-8.615e-01	6.931e-01	2.139e-01	3.619e-01	1.865e-01	2.088e+00	1.700e+00	2.359e+00	9.248e-01
Contig161765_3440	18	3.113e-01	-2.722e-01	6.506e-01	6.757e-01	4.561e-01	2.455e-01	1.985e+00	3.520e+00	2.440e+00	8.826e-01
